customer_id,loan_id,loan_amount,loan_type,interest_rate,loan_term,approval_rejection_date,loan_status,has_date_parsing_error
2264,2264,39415.53,personal,0.0477,48,2021-01-21,closed,false
2265,2265,10983.96,personal,0.0328,48,2020-03-21,approved,false
2266,2266,16051.36,mortgage,0.0501,60,2020-07-14,approved,false
2267,2267,7460.13,personal,0.028,36,2022-03-20,closed,false
2268,2268,31168.05,mortgage,0.0582,24,2022-06-15,closed,false
2269,2269,28637.01,mortgage,0.0342,24,2021-01-10,closed,false
2270,2270,41493.41,personal,0.0396,48,2020-08-20,rejected,false
2271,2271,48546.84,auto,0.0439,36,2020-07-03,rejected,false
2272,2272,49198.54,personal,0.0581,36,2020-10-12,rejected,false
2273,2273,6251.22,auto,0.0562,36,2022-12-18,approved,false
2274,2274,28103.69,auto,0.0201,12,2021-01-19,approved,false
2275,2275,39693.08,auto,0.055,12,2020-09-26,closed,false
2276,2276,33290.17,personal,0.0485,60,2022-10-17,closed,false
2277,2277,44952.35,auto,0.056,36,2021-05-07,rejected,false
2278,2278,22644.24,mortgage,0.0099,24,2022-09-28,rejected,false
2279,2279,21927.76,mortgage,0.0512,12,2022-04-16,approved,false
2280,2280,2279.51,auto,0.0099,48,2021-12-02,rejected,false
2281,2281,1766.84,personal,0.0177,48,2021-04-12,closed,false
2282,2282,34939.65,auto,0.0594,36,2020-11-11,rejected,false
2283,2283,24101.84,mortgage,0.0185,60,2020-09-17,closed,false
2284,2284,33351.31,mortgage,0.0351,36,2021-03-11,rejected,false
2285,2285,12672.89,auto,0.0098,48,2020-09-28,closed,false
2286,2286,43291.52,personal,0.0405,48,2022-11-02,closed,false
2287,2287,45240.36,mortgage,0.0235,60,2020-08-19,closed,false
2288,2288,33452.54,personal,0.0508,12,2020-04-29,approved,false
2289,2289,14612.27,mortgage,0.0269,60,2022-05-29,approved,false
2290,2290,11591.64,mortgage,0.033,24,2022-07-11,approved,false
2291,2291,31649.49,auto,0.0176,48,2021-08-07,closed,false
2292,2292,47098.12,mortgage,0.0487,24,2022-12-01,rejected,false
2293,2293,29327.51,auto,0.037,48,2022-03-28,approved,false
2294,2294,42125.94,mortgage,0.0393,48,2020-06-16,rejected,false
2295,2295,28704.87,mortgage,0.021,36,2021-05-04,approved,false
2296,2296,34055.46,personal,0.0347,48,2021-02-22,rejected,false
2297,2297,28821.06,auto,0.0291,48,2020-01-28,rejected,false
2298,2298,29192.82,personal,0.0489,48,2020-08-04,closed,false
2299,2299,37223.25,auto,0.0504,48,2021-10-06,approved,false
2300,2300,20415.98,personal,0.0013,36,2020-05-15,closed,false
2301,2301,45295.89,mortgage,0.0525,36,2022-04-11,closed,false
2302,2302,43311.15,auto,0.0444,24,2020-11-07,rejected,false
2303,2303,36540.4,auto,0.0107,24,2020-10-17,rejected,false
2304,2304,37427.88,auto,0.0137,24,2020-02-27,rejected,false
2305,2305,21248.8,mortgage,0.0503,60,2021-10-08,closed,false
2306,2306,41793.8,mortgage,0.0184,36,2020-12-16,approved,false
2307,2307,46697.87,auto,0.0108,36,2022-12-22,closed,false
2308,2308,39962.28,personal,0.0546,12,2020-10-06,approved,false
2309,2309,7518.12,personal,0.0282,12,2022-01-10,closed,false
2310,2310,39544.47,mortgage,0.0244,12,2021-01-16,closed,false
2311,2311,23764.0,mortgage,0.0221,24,2021-04-26,closed,false
2312,2312,30826.28,personal,0.0379,48,2022-04-06,closed,false
2313,2313,49566.84,personal,0.0181,60,2022-06-24,approved,false
2314,2314,18608.39,mortgage,0.0018,36,2022-06-01,rejected,false
2315,2315,18077.89,personal,0.036,24,2022-03-28,closed,false
2316,2316,13893.52,personal,0.0378,60,2022-11-06,rejected,false
2317,2317,7229.03,personal,0.0512,36,2022-08-29,approved,false
2318,2318,9240.51,mortgage,0.0267,60,2021-01-29,rejected,false
2319,2319,26199.18,personal,0.0234,60,2022-12-07,rejected,false
2320,2320,45580.19,auto,0.0528,36,2020-11-04,closed,false
2321,2321,40685.06,mortgage,0.0116,60,2022-10-22,closed,false
2322,2322,9942.11,auto,0.0111,12,2020-05-21,closed,false
2323,2323,28522.82,auto,0.0157,12,2020-03-18,rejected,false
2324,2324,42499.31,personal,0.0069,60,2022-04-29,rejected,false
2325,2325,27435.16,auto,0.0424,24,2020-07-02,closed,false
2326,2326,45660.17,mortgage,0.0185,48,2020-09-06,rejected,false
2327,2327,45486.36,mortgage,0.0357,36,2022-05-17,approved,false
2328,2328,18063.96,mortgage,0.0147,24,2021-05-14,closed,false
2329,2329,43822.55,mortgage,0.0423,48,2020-02-23,rejected,false
2330,2330,29670.67,personal,0.0371,36,2020-01-09,approved,false
2331,2331,24512.47,mortgage,0.0213,48,2021-05-20,approved,false
2332,2332,38939.0,auto,0.0291,36,2022-09-09,approved,false
2333,2333,39691.22,personal,0.0406,12,2020-02-11,approved,false
2334,2334,34095.7,mortgage,0.0366,24,2020-01-13,approved,false
2335,2335,40733.79,auto,0.0298,48,2022-05-02,closed,false
2336,2336,47619.77,auto,0.0078,12,2021-03-20,approved,false
2337,2337,43781.29,mortgage,0.0247,24,2022-05-14,rejected,false
2338,2338,4638.41,mortgage,0.0059,60,2022-10-11,rejected,false
2339,2339,42651.42,auto,0.0142,24,2021-01-17,approved,false
2340,2340,39294.86,auto,0.017,24,2022-12-20,approved,false
2341,2341,46410.33,mortgage,0.0501,12,2021-06-19,closed,false
2342,2342,37238.88,auto,0.0052,12,2020-04-08,approved,false
2343,2343,44014.82,mortgage,0.0398,48,2022-11-24,rejected,false
2344,2344,1500.72,personal,0.0427,48,2020-05-10,closed,false
2345,2345,48912.46,personal,0.0002,60,2022-12-14,rejected,false
2346,2346,10354.41,mortgage,0.0284,12,2020-11-04,approved,false
2347,2347,43347.25,mortgage,0.0071,12,2020-05-31,approved,false
2348,2348,46550.92,mortgage,0.0181,24,2020-12-11,rejected,false
2349,2349,1108.95,auto,0.0229,24,2021-09-25,closed,false
2350,2350,45770.23,auto,0.0276,60,2021-12-29,closed,false
2351,2351,41631.38,personal,0.0433,24,2022-10-28,closed,false
2352,2352,46198.22,mortgage,0.0248,24,2022-10-06,closed,false
2353,2353,9667.23,mortgage,0.0286,48,2022-10-19,closed,false
2354,2354,39094.61,mortgage,0.0394,60,2021-03-09,closed,false
2355,2355,24886.81,auto,0.0112,48,2021-02-12,approved,false
2356,2356,13626.76,mortgage,0.0544,60,2020-08-13,closed,false
2357,2357,38052.4,auto,0.0565,48,2022-05-11,rejected,false
2358,2358,24189.41,personal,0.0237,48,2022-05-10,approved,false
2359,2359,45094.35,mortgage,0.0007,60,2021-04-10,rejected,false
2360,2360,35825.84,mortgage,0.0234,24,2021-03-24,closed,false
2361,2361,7818.12,auto,0.0253,36,2020-11-22,closed,false
2362,2362,13287.41,mortgage,0.0082,12,2022-02-03,approved,false
2363,2363,13962.14,auto,0.024,60,2021-09-24,closed,false
2364,2364,17858.45,mortgage,0.0491,36,2021-02-21,approved,false
2365,2365,33656.07,personal,0.0362,48,2020-06-22,approved,false
2366,2366,44822.3,mortgage,0.0048,24,2022-08-25,closed,false
2367,2367,30091.31,auto,0.0338,48,2020-04-25,approved,false
2368,2368,37838.28,mortgage,0.0162,60,2022-07-22,approved,false
2369,2369,16519.91,auto,0.0073,36,2020-04-06,rejected,false
2370,2370,26600.78,mortgage,0.0329,48,2020-10-19,rejected,false
2371,2371,25702.19,auto,0.0359,24,2022-08-04,closed,false
2372,2372,35351.93,mortgage,0.0003,60,2021-12-16,rejected,false
2373,2373,26379.99,personal,0.0528,60,2021-12-22,closed,false
2374,2374,17378.43,mortgage,0.0382,48,2020-09-06,closed,false
2375,2375,12951.46,auto,0.0028,24,2020-12-22,approved,false
2376,2376,13480.59,personal,0.0471,60,2020-10-21,approved,false
2377,2377,49063.34,personal,0.0136,60,2021-01-30,closed,false
2378,2378,18516.35,auto,0.0312,48,2021-04-29,rejected,false
2379,2379,40523.6,auto,0.0395,36,2020-07-24,closed,false
2380,2380,4496.95,mortgage,0.0377,12,2022-04-07,closed,false
2381,2381,5393.01,personal,0.011,24,2022-10-18,approved,false
2382,2382,34621.41,auto,0.0102,60,2020-12-26,approved,false
2383,2383,23403.25,mortgage,0.009,60,2022-02-23,approved,false
2384,2384,44144.17,mortgage,0.0558,60,2020-04-03,rejected,false
2385,2385,43248.79,auto,0.0294,36,2021-04-29,closed,false
2386,2386,38027.2,personal,0.0181,12,2020-11-16,rejected,false
2387,2387,40950.49,auto,0.0322,48,2020-03-01,approved,false
2388,2388,43654.7,mortgage,0.0267,24,2022-08-23,rejected,false
2389,2389,39395.2,auto,0.023,36,2021-04-17,rejected,false
2390,2390,26817.72,mortgage,0.0215,60,2022-03-13,approved,false
2391,2391,13972.58,auto,0.0484,12,2022-02-25,closed,false
2392,2392,39581.73,auto,0.0565,12,2020-11-06,rejected,false
2393,2393,16567.71,personal,0.0405,12,2021-04-29,rejected,false
2394,2394,12996.08,personal,0.0453,48,2020-09-23,closed,false
2395,2395,9411.71,mortgage,0.035,24,2021-10-27,rejected,false
2396,2396,31732.24,personal,0.0299,60,2020-05-26,rejected,false
2397,2397,12881.47,auto,0.0578,36,2021-06-11,closed,false
2398,2398,19366.55,personal,0.035,36,2022-05-23,closed,false
2399,2399,35744.09,auto,0.0264,36,2020-09-30,rejected,false
2400,2400,39897.63,auto,0.0027,36,2020-12-03,closed,false
2401,2401,16423.47,mortgage,0.0539,60,2020-12-06,closed,false
2402,2402,42297.2,personal,0.0097,24,2021-09-28,rejected,false
2403,2403,3839.88,mortgage,0.0482,60,2020-12-26,approved,false
2404,2404,49307.77,auto,0.044,36,2020-05-12,rejected,false
2405,2405,21426.95,auto,0.0314,24,2022-11-27,rejected,false
2406,2406,16919.38,mortgage,0.0117,48,2020-07-28,closed,false
2407,2407,46260.11,mortgage,0.0448,24,2020-10-21,approved,false
2408,2408,7487.06,mortgage,0.0145,48,2022-02-10,approved,false
2409,2409,18532.14,auto,0.0229,60,2020-10-25,approved,false
2410,2410,18586.15,personal,0.041,48,2020-03-22,closed,false
2411,2411,21793.72,auto,0.0092,48,2021-05-11,closed,false
2412,2412,42568.61,auto,0.0498,24,2022-03-16,approved,false
2413,2413,42619.69,auto,0.0265,60,2020-03-31,approved,false
2414,2414,29990.23,auto,0.0161,24,2020-12-03,closed,false
2415,2415,49596.18,personal,0.0441,12,2021-02-22,closed,false
2416,2416,42363.88,auto,0.0282,48,2022-10-29,rejected,false
2417,2417,34372.39,mortgage,0.0533,24,2021-11-14,rejected,false
2418,2418,10773.46,personal,0.0497,60,2020-08-01,closed,false
2419,2419,27936.81,mortgage,0.0478,24,2020-01-25,approved,false
2420,2420,11481.43,mortgage,0.0191,12,2022-04-18,closed,false
2421,2421,15781.16,auto,0.0227,48,2022-08-15,approved,false
2422,2422,34607.33,personal,0.0372,12,2022-05-29,closed,false
2423,2423,10036.57,auto,0.0101,12,2021-07-05,rejected,false
2424,2424,5451.21,personal,0.0525,48,2022-11-06,rejected,false
2425,2425,27045.73,personal,0.0115,12,2020-02-07,rejected,false
2426,2426,1046.62,mortgage,0.027,48,2022-01-21,closed,false
2427,2427,30836.85,personal,0.0436,48,2021-11-11,closed,false
2428,2428,45165.74,mortgage,0.0079,36,2022-01-20,approved,false
2429,2429,10321.89,auto,0.0245,60,2021-03-20,closed,false
2430,2430,19755.69,mortgage,0.0172,24,2020-02-18,closed,false
2431,2431,45901.96,mortgage,0.0252,24,2021-04-18,rejected,false
2432,2432,35489.69,personal,0.0295,60,2020-10-24,approved,false
2433,2433,7630.37,personal,0.0176,12,2021-09-24,rejected,false
2434,2434,19717.73,mortgage,0.0496,60,2020-03-03,closed,false
2435,2435,38043.76,auto,0.0389,48,2020-04-06,rejected,false
2436,2436,33574.11,mortgage,0.0197,48,2021-05-27,rejected,false
2437,2437,8627.27,auto,0.0192,24,2021-07-31,approved,false
2438,2438,4061.62,auto,0.0574,36,2021-12-11,closed,false
2439,2439,34401.58,personal,0.0573,12,2022-03-08,approved,false
2440,2440,30842.12,auto,0.0047,60,2021-06-06,rejected,false
2441,2441,3907.79,mortgage,0.0433,48,2021-05-30,approved,false
2442,2442,48765.78,personal,0.0016,48,2022-11-26,approved,false
2443,2443,13369.49,personal,0.0511,36,2020-09-21,closed,false
2444,2444,19915.15,personal,0.0517,48,2021-09-14,approved,false
2445,2445,9702.28,auto,0.0581,60,2021-01-06,rejected,false
2446,2446,41597.59,mortgage,0.0457,24,2022-01-18,approved,false
2447,2447,48165.84,mortgage,0.0202,24,2022-01-28,rejected,false
2448,2448,11451.98,personal,0.0207,12,2022-02-24,approved,false
2449,2449,14875.29,auto,0.0112,60,2022-03-11,approved,false
2450,2450,35619.28,mortgage,0.0452,48,2020-12-03,approved,false
2451,2451,26866.57,auto,0.0446,48,2020-11-21,closed,false
2452,2452,6148.31,personal,0.002,60,2021-12-04,approved,false
2453,2453,46502.35,mortgage,0.0014,24,2022-04-28,rejected,false
2454,2454,30946.4,mortgage,0.0478,48,2020-02-22,rejected,false
2455,2455,15761.62,auto,0.0584,48,2022-05-10,closed,false
2456,2456,25000.35,auto,0.0243,60,2020-02-18,approved,false
2457,2457,25512.1,personal,0.0272,12,2022-06-30,rejected,false
2458,2458,26745.47,personal,0.0135,60,2021-09-26,approved,false
2459,2459,25367.98,mortgage,0.0022,48,2022-01-10,closed,false
2460,2460,28527.87,mortgage,0.0056,60,2022-07-12,approved,false
2461,2461,20274.28,personal,0.0088,60,2021-04-03,approved,false
2462,2462,8161.97,mortgage,0.0465,12,2021-02-13,rejected,false
2463,2463,33564.57,mortgage,0.0062,24,2021-06-06,closed,false
2464,2464,39831.84,auto,0.0467,60,2021-07-20,closed,false
2465,2465,42209.89,mortgage,0.0574,60,2021-01-31,closed,false
2466,2466,2075.65,auto,0.044,12,2021-10-28,approved,false
2467,2467,20826.64,personal,0.0573,48,2022-08-15,closed,false
2468,2468,48943.47,personal,0.0187,36,2021-07-06,rejected,false
2469,2469,4065.59,personal,0.002,36,2022-03-10,rejected,false
2470,2470,39492.15,auto,0.0349,48,2022-10-02,approved,false
2471,2471,7179.53,personal,0.0421,48,2021-12-07,closed,false
2472,2472,41407.32,auto,0.0483,48,2022-04-25,closed,false
2473,2473,33938.84,mortgage,0.042,24,2020-10-02,rejected,false
2474,2474,36526.62,auto,0.0354,24,2020-08-08,rejected,false
2475,2475,48888.74,mortgage,0.0158,12,2021-08-16,approved,false
2476,2476,47034.71,personal,0.0131,48,2021-07-22,approved,false
2477,2477,15914.2,mortgage,0.0234,60,2021-06-07,rejected,false
2478,2478,19385.61,mortgage,0.0422,48,2021-06-03,closed,false
2479,2479,20951.9,personal,0.0425,48,2020-08-18,closed,false
2480,2480,9848.17,mortgage,0.029,60,2020-08-07,approved,false
2481,2481,19675.61,mortgage,0.0411,12,2022-07-20,rejected,false
2482,2482,48972.22,auto,0.0311,48,2020-06-06,rejected,false
2483,2483,24988.59,mortgage,0.0244,60,2020-01-18,rejected,false
2484,2484,47677.44,personal,0.0143,36,2022-07-13,closed,false
2485,2485,4501.44,auto,0.0527,36,2022-02-01,closed,false
2486,2486,2924.99,mortgage,0.0201,60,2020-06-11,approved,false
2487,2487,29191.18,personal,0.046,48,2020-02-04,rejected,false
2488,2488,37076.44,auto,0.0329,24,2021-11-30,closed,false
2489,2489,11655.49,auto,0.0593,24,2020-04-17,closed,false
2490,2490,25664.57,mortgage,0.0404,48,2021-09-20,approved,false
2491,2491,43774.08,auto,0.0367,60,2020-09-12,rejected,false
2492,2492,38324.5,auto,0.0597,12,2021-05-31,approved,false
2493,2493,12358.88,personal,0.0041,24,2022-09-27,closed,false
2494,2494,17389.1,personal,0.0294,36,2020-08-12,closed,false
2495,2495,15983.77,auto,0.0051,12,2022-10-20,approved,false
2496,2496,36255.84,auto,0.0478,36,2021-10-13,approved,false
2497,2497,48440.88,auto,0.0017,48,2021-01-08,approved,false
2498,2498,14723.84,auto,0.0302,12,2021-12-28,rejected,false
2499,2499,29826.73,auto,0.0485,48,2020-10-23,approved,false
2500,2500,49439.37,personal,0.0037,24,2020-09-05,approved,false
2501,2501,8721.39,personal,0.02,48,2021-08-27,approved,false
2502,2502,33295.03,auto,0.0585,24,2022-11-08,closed,false
2503,2503,17267.42,mortgage,0.0362,24,2020-06-02,closed,false
2504,2504,49591.76,mortgage,0.0368,60,2022-07-04,approved,false
2505,2505,6329.8,mortgage,0.0207,48,2020-10-02,closed,false
2506,2506,23111.57,personal,0.0447,12,2021-03-31,approved,false
2507,2507,13493.69,auto,0.0424,12,2022-11-25,approved,false
2508,2508,2552.43,mortgage,0.0113,60,2022-05-06,approved,false
2509,2509,48216.26,mortgage,0.0437,48,2021-08-25,closed,false
2510,2510,28840.42,mortgage,0.0245,60,2022-02-25,rejected,false
2511,2511,35338.57,auto,0.0183,24,2022-01-24,rejected,false
2512,2512,31393.47,auto,0.0179,48,2020-05-11,closed,false
2513,2513,8275.21,personal,0.0016,12,2020-11-28,rejected,false
2514,2514,9357.46,auto,0.0161,24,2022-07-13,rejected,false
2515,2515,31695.83,personal,0.038,60,2022-04-14,rejected,false
2516,2516,39210.67,mortgage,0.0258,60,2020-09-20,approved,false
2517,2517,30942.44,personal,0.0403,60,2020-07-07,approved,false
2518,2518,28948.32,personal,0.0227,48,2021-11-26,rejected,false
2519,2519,37552.15,auto,0.0358,60,2020-01-05,approved,false
2520,2520,12936.81,mortgage,0.056,24,2022-08-31,closed,false
2521,2521,36850.66,personal,0.0527,48,2021-08-10,approved,false
2522,2522,21149.8,mortgage,0.0381,48,2021-09-16,approved,false
2523,2523,34028.45,mortgage,0.0526,24,2021-10-07,approved,false
2524,2524,14461.12,auto,0.0341,12,2021-10-13,approved,false
2525,2525,7735.78,mortgage,0.0504,48,2022-04-01,approved,false
2526,2526,2428.79,personal,0.0305,24,2022-08-26,approved,false
2527,2527,40370.24,mortgage,0.0462,48,2022-06-25,rejected,false
2528,2528,10651.49,mortgage,0.0324,12,2021-07-07,rejected,false
2529,2529,18809.75,mortgage,0.0175,12,2020-02-01,approved,false
2530,2530,38673.89,auto,0.0438,36,2020-12-20,approved,false
2531,2531,23058.91,auto,0.0564,48,2020-10-14,approved,false
2532,2532,11659.9,mortgage,0.0536,48,2022-01-09,closed,false
2533,2533,10543.36,mortgage,0.0064,24,2021-12-14,approved,false
2534,2534,20988.83,mortgage,0.0474,24,2020-12-01,closed,false
2535,2535,28693.64,mortgage,0.0053,36,2022-02-11,approved,false
2536,2536,20225.23,personal,0.0148,24,2021-01-01,approved,false
2537,2537,45323.91,mortgage,0.0344,12,2022-08-24,rejected,false
2538,2538,1187.87,mortgage,0.0203,60,2021-08-04,closed,false
2539,2539,20698.57,personal,0.049,48,2020-10-27,approved,false
2540,2540,37398.91,mortgage,0.0392,36,2021-04-25,approved,false
2541,2541,44653.66,auto,0.0295,48,2020-04-14,rejected,false
2542,2542,18561.69,personal,0.0036,36,2020-10-14,rejected,false
2543,2543,34005.87,auto,0.009,60,2020-01-30,approved,false
2544,2544,29437.09,auto,0.0523,36,2022-11-26,closed,false
2545,2545,10875.09,mortgage,0.0012,36,2021-09-13,rejected,false
2546,2546,34366.27,auto,0.0437,60,2020-03-09,approved,false
2547,2547,13228.67,personal,0.0357,24,2021-02-08,approved,false
2548,2548,39411.48,auto,0.0504,12,2022-10-17,closed,false
2549,2549,43429.16,personal,0.0208,36,2020-09-19,rejected,false
2550,2550,24442.69,auto,0.0558,12,2021-09-15,closed,false
2551,2551,3652.1,personal,0.0185,36,2020-03-22,approved,false
2552,2552,37130.28,mortgage,0.0099,60,2022-03-21,rejected,false
2553,2553,23893.54,mortgage,0.011,12,2020-06-13,approved,false
2554,2554,5631.44,auto,0.009,48,2020-02-15,approved,false
2555,2555,17225.71,auto,0.0039,12,2021-03-08,approved,false
2556,2556,15241.42,mortgage,0.018,60,2022-07-19,closed,false
2557,2557,36591.61,mortgage,0.0198,24,2021-02-02,rejected,false
2558,2558,21779.27,personal,0.0043,24,2020-04-09,rejected,false
2559,2559,29765.34,mortgage,0.0576,12,2022-04-27,closed,false
2560,2560,25553.83,mortgage,0.0129,60,2020-02-22,approved,false
2561,2561,36488.59,personal,0.024,24,2020-10-21,rejected,false
2562,2562,36184.49,mortgage,0.014,24,2020-08-21,closed,false
2563,2563,22990.7,personal,0.0191,24,2021-11-06,closed,false
2564,2564,7616.63,mortgage,0.0061,12,2021-05-01,approved,false
2565,2565,20985.94,personal,0.0582,24,2021-04-10,rejected,false
2566,2566,8846.63,mortgage,0.0212,60,2020-01-02,rejected,false
2567,2567,47998.74,mortgage,0.0513,60,2021-01-28,closed,false
2568,2568,47557.06,auto,0.0124,48,2021-02-10,rejected,false
2569,2569,23377.6,personal,0.039,24,2022-05-02,closed,false
2570,2570,2353.77,mortgage,0.0236,48,2021-05-02,approved,false
2571,2571,19357.54,auto,0.0397,48,2021-04-22,approved,false
2572,2572,44859.61,auto,0.0564,24,2021-05-13,rejected,false
2573,2573,15113.04,personal,0.0194,48,2022-11-17,approved,false
2574,2574,31477.01,auto,0.0199,24,2021-11-13,rejected,false
2575,2575,10012.92,mortgage,0.0066,36,2021-06-17,closed,false
2576,2576,41433.05,auto,0.0369,60,2021-03-23,rejected,false
2577,2577,44702.97,personal,0.0167,36,2020-03-14,approved,false
2578,2578,31140.87,personal,0.0277,12,2020-01-06,approved,false
2579,2579,31564.36,mortgage,0.0321,12,2022-06-25,rejected,false
2580,2580,19549.44,mortgage,0.0284,48,2022-10-06,approved,false
2581,2581,35647.48,mortgage,0.0281,36,2021-12-27,rejected,false
2582,2582,24444.62,auto,0.0007,36,2021-09-02,rejected,false
2583,2583,37528.86,mortgage,0.0011,24,2021-05-31,closed,false
2584,2584,48457.08,mortgage,0.0561,48,2022-10-19,approved,false
2585,2585,41296.42,mortgage,0.0495,60,2021-10-23,approved,false
2586,2586,26349.23,personal,0.0194,36,2022-03-09,approved,false
2587,2587,48965.54,mortgage,0.049,36,2022-02-07,rejected,false
2588,2588,30747.03,auto,0.0578,24,2020-11-30,closed,false
2589,2589,4178.75,personal,0.0489,24,2020-12-15,rejected,false
2590,2590,36788.01,mortgage,0.0067,60,2020-08-18,approved,false
2591,2591,41183.04,mortgage,0.0569,48,2020-05-02,rejected,false
2592,2592,7607.13,personal,0.0471,24,2022-10-13,approved,false
2593,2593,34285.21,personal,0.0282,12,2021-02-24,rejected,false
2594,2594,46124.92,personal,0.01,36,2020-03-18,rejected,false
2595,2595,13319.87,auto,0.0087,12,2020-11-22,approved,false
2596,2596,29665.42,mortgage,0.0019,12,2020-02-27,rejected,false
2597,2597,14454.83,mortgage,0.0487,36,2021-07-22,approved,false
2598,2598,38945.96,mortgage,0.0518,36,2020-06-25,rejected,false
2599,2599,29452.34,personal,0.0232,24,2020-11-27,rejected,false
2600,2600,21975.74,mortgage,0.0449,48,2020-06-27,approved,false
2601,2601,2420.41,mortgage,0.0118,36,2020-02-27,approved,false
2602,2602,47295.15,personal,0.0068,48,2021-01-15,approved,false
2603,2603,25389.22,mortgage,0.0216,36,2022-03-20,approved,false
2604,2604,40401.37,auto,0.048,12,2022-01-25,approved,false
2605,2605,20202.85,mortgage,0.0474,12,2020-08-08,rejected,false
2606,2606,42606.08,auto,0.0354,60,2020-06-20,rejected,false
2607,2607,8841.91,personal,0.0295,24,2020-09-19,closed,false
2608,2608,12343.2,mortgage,0.0056,24,2020-09-17,closed,false
2609,2609,17336.18,auto,0.0072,36,2022-09-01,closed,false
2610,2610,5341.17,mortgage,0.0566,36,2021-04-25,approved,false
2611,2611,22748.21,personal,0.0154,24,2021-09-22,approved,false
2612,2612,24810.3,personal,0.0069,60,2020-11-28,rejected,false
2613,2613,6625.2,mortgage,0.0131,36,2021-02-11,rejected,false
2614,2614,21927.84,personal,0.0135,48,2022-08-19,rejected,false
2615,2615,10667.51,auto,0.0509,36,2022-07-06,approved,false
2616,2616,43885.38,personal,0.0429,48,2022-07-22,closed,false
2617,2617,25955.38,personal,0.0306,48,2021-03-22,approved,false
2618,2618,47646.34,auto,0.0337,12,2021-11-07,closed,false
2619,2619,17730.14,mortgage,0.0156,12,2021-03-29,rejected,false
2620,2620,17728.36,personal,0.0104,60,2022-03-01,rejected,false
2621,2621,17596.88,mortgage,0.0101,12,2020-10-11,closed,false
2622,2622,14145.94,auto,0.0074,48,2022-01-26,approved,false
2623,2623,39427.59,mortgage,0.0204,60,2022-09-12,rejected,false
2624,2624,14854.3,personal,0.0329,12,2022-04-27,closed,false
2625,2625,15112.65,personal,0.0295,12,2021-11-22,approved,false
2626,2626,3297.92,personal,0.0545,48,2021-05-17,closed,false
2627,2627,48302.71,auto,0.0165,36,2022-11-04,rejected,false
2628,2628,44428.4,personal,0.0436,60,2021-09-10,approved,false
2629,2629,15332.97,mortgage,0.0264,12,2022-07-05,rejected,false
2630,2630,26517.68,personal,0.0408,48,2020-05-16,approved,false
2631,2631,24654.51,auto,0.0468,12,2020-09-24,rejected,false
2632,2632,5297.45,mortgage,0.0053,36,2020-01-04,approved,false
2633,2633,27028.66,mortgage,0.021,24,2020-08-24,closed,false
2634,2634,6553.0,auto,0.0598,60,2022-02-09,rejected,false
2635,2635,22270.39,mortgage,0.0593,60,2021-08-01,rejected,false
2636,2636,5302.41,personal,0.0597,48,2020-01-10,rejected,false
2637,2637,29856.89,mortgage,0.0559,48,2021-08-21,rejected,false
2638,2638,3401.44,auto,0.0022,12,2021-03-06,closed,false
2639,2639,31793.0,mortgage,0.0221,60,2022-07-11,closed,false
2640,2640,35653.7,mortgage,0.045,12,2021-06-21,approved,false
2641,2641,28972.3,auto,0.0114,24,2022-02-12,approved,false
2642,2642,24005.01,mortgage,0.019,60,2021-02-13,closed,false
2643,2643,3978.84,auto,0.0067,24,2022-03-11,approved,false
2644,2644,1556.31,personal,0.0335,12,2020-07-16,rejected,false
2645,2645,17779.14,auto,0.0037,36,2020-02-07,approved,false
2646,2646,38791.37,mortgage,0.0005,24,2022-02-27,approved,false
2647,2647,32716.62,mortgage,0.0031,36,2022-10-27,approved,false
2648,2648,7138.77,personal,0.0372,60,2021-02-05,closed,false
2649,2649,34709.02,mortgage,0.0076,36,2021-02-27,approved,false
2650,2650,29170.86,mortgage,0.06,36,2022-08-02,rejected,false
2651,2651,9169.44,mortgage,0.0276,12,2020-05-20,rejected,false
2652,2652,38009.78,mortgage,0.0025,12,2021-01-22,approved,false
2653,2653,41684.92,auto,0.0366,12,2021-10-01,rejected,false
2654,2654,12395.31,mortgage,0.0114,12,2021-02-08,approved,false
2655,2655,32158.43,auto,0.0027,60,2020-03-27,approved,false
2656,2656,19528.49,mortgage,0.0172,12,2020-03-07,rejected,false
2657,2657,3864.59,mortgage,0.0454,60,2022-11-07,closed,false
2658,2658,43206.31,mortgage,0.0501,60,2021-04-12,rejected,false
2659,2659,41216.48,personal,0.0284,36,2020-07-19,approved,false
2660,2660,16579.18,auto,0.0524,60,2021-11-17,approved,false
2661,2661,27043.75,personal,0.0496,12,2020-02-10,rejected,false
2662,2662,26106.11,mortgage,0.0551,48,2021-06-07,rejected,false
2663,2663,9695.5,personal,0.0108,36,2021-08-09,closed,false
2664,2664,8138.02,personal,0.0575,60,2022-08-14,approved,false
2665,2665,42369.13,personal,0.0432,36,2020-05-03,rejected,false
2666,2666,43500.55,auto,0.0081,60,2020-10-22,rejected,false
2667,2667,36533.81,mortgage,0.0572,60,2021-12-23,closed,false
2668,2668,4565.51,mortgage,0.0578,36,2020-06-16,rejected,false
2669,2669,45547.97,auto,0.0393,36,2022-01-04,closed,false
2670,2670,49056.88,auto,0.0537,24,2021-03-24,rejected,false
2671,2671,39005.08,mortgage,0.0313,24,2022-12-15,closed,false
2672,2672,18317.22,mortgage,0.0197,12,2020-12-14,approved,false
