transaction_id,transaction_date,account_id,transaction_type,transaction_amount,transaction_currency,has_date_parsing_error
1025048,2025-02-07,748,withdrawal,9574.19,GBP,false
1025049,2025-02-24,1608,withdrawal,1721.36,NOK,false
1025050,2025-03-07,4293,deposit,4927.49,SEK,false
1025051,2025-02-01,4645,withdrawal,5159.66,GBP,false
1025052,2025-01-21,4990,deposit,4988.53,HUF,false
1025053,2025-02-18,862,withdrawal,1819.6,GBP,false
1025054,2025-03-01,4560,withdrawal,4799.44,HUF,false
1025055,2025-02-23,2169,deposit,9335.9,HUF,false
1025056,2025-01-30,4204,deposit,982.83,PLN,false
1025057,2025-01-15,3058,transfer,4557.77,ISK,false
1025058,2025-02-06,3216,transfer,6233.95,DKK,false
1025059,2025-02-20,3065,withdrawal,2249.85,SEK,false
1025060,2025-02-25,3627,deposit,9546.43,RON,false
1025061,2025-02-19,1948,withdrawal,3931.71,CZK,false
1025062,2025-01-31,1158,transfer,8289.58,SEK,false
1025063,2025-02-09,267,deposit,7398.86,SEK,false
1025064,2025-03-10,1849,deposit,6927.03,PLN,false
1025065,2025-02-23,874,withdrawal,6686.56,NOK,false
1025066,2025-01-31,1095,deposit,4025.74,AUD,false
1025067,2025-01-04,973,deposit,2822.62,CZK,false
1025068,2025-02-24,125,deposit,4726.53,SEK,false
1025069,2025-01-02,3234,deposit,3371.56,BGN,false
1025070,2025-01-28,419,transfer,8881.55,CZK,false
1025071,2025-01-17,4379,deposit,8549.16,TRY,false
1025072,2025-02-25,1388,transfer,9453.1,ISK,false
1025073,2025-03-10,4119,withdrawal,3767.25,CHF,false
1025074,2025-02-01,3028,transfer,9741.32,TRY,false
1025075,2025-02-06,4667,deposit,288.49,RON,false
1025076,2025-02-18,1815,transfer,1254.6,TRY,false
1025077,2025-01-04,469,withdrawal,3382.16,BGN,false
1025078,2025-02-06,4606,withdrawal,6333.06,HUF,false
1025079,2025-01-01,2353,withdrawal,2378.87,JPY,false
1025080,2025-02-24,4196,deposit,6458.27,ISK,false
1025081,2025-01-18,1229,transfer,8544.0,BGN,false
1025082,2025-02-11,4050,deposit,4711.11,SEK,false
1025083,2025-01-29,4081,withdrawal,5169.28,CZK,false
1025084,2025-02-03,4215,transfer,5562.67,SEK,false
1025085,2025-01-15,1971,withdrawal,1063.52,SEK,false
1025086,2025-01-05,893,transfer,5481.03,BGN,false
1025087,2025-03-03,4687,withdrawal,4016.46,AUD,false
1025088,2025-01-25,4320,transfer,9161.47,RON,false
1025089,2025-02-11,775,transfer,3388.46,DKK,false
1025090,2025-01-27,717,transfer,3999.79,TRY,false
1025091,2025-01-14,4398,transfer,4441.97,NOK,false
1025092,2025-01-12,3689,withdrawal,8418.38,SEK,false
1025093,2025-02-09,3285,transfer,4319.97,BGN,false
1025094,2025-02-13,2880,deposit,1578.33,AUD,false
1025095,2025-02-25,802,deposit,1822.44,TRY,false
1025096,2025-02-08,3929,withdrawal,8941.6,DKK,false
1025097,2025-01-07,2627,withdrawal,2701.98,NOK,false
1025098,2025-01-13,1180,transfer,2621.8,TRY,false
1025099,2025-01-24,307,withdrawal,1730.02,CZK,false
1025100,2025-02-16,966,withdrawal,3038.83,PLN,false
1025101,2025-02-04,1889,deposit,8363.57,TRY,false
1025102,2025-01-08,3946,deposit,2928.15,HUF,false
1025103,2025-01-29,2197,withdrawal,7043.26,JPY,false
1025104,2025-02-15,961,transfer,9593.6,DKK,false
1025105,2025-01-16,1470,withdrawal,283.88,NOK,false
1025106,2025-02-21,186,deposit,8505.51,AUD,false
1025107,2025-02-10,714,withdrawal,3345.6,HUF,false
1025108,2025-01-20,2513,deposit,7256.2,CHF,false
1025109,2025-02-02,778,deposit,6138.57,SEK,false
1025110,2025-03-03,3859,transfer,3097.0,BGN,false
1025111,2025-01-02,1221,withdrawal,1683.63,TRY,false
1025112,2025-02-16,2836,deposit,3827.18,CZK,false
1025113,2025-01-12,571,deposit,6177.73,SEK,false
1025114,2025-01-10,2136,withdrawal,534.37,TRY,false
1025115,2025-02-01,965,transfer,8289.02,CHF,false
1025116,2025-02-25,1353,withdrawal,58.05,TRY,false
1025117,2025-02-05,4183,transfer,72.2,BGN,false
1025118,2025-01-15,3268,withdrawal,6051.43,JPY,false
1025119,2025-01-27,799,withdrawal,4284.24,PLN,false
1025120,2025-02-09,4924,withdrawal,6764.33,RON,false
1025121,2025-01-21,4995,withdrawal,2988.84,RON,false
1025122,2025-03-08,2341,deposit,4965.7,GBP,false
1025123,2025-03-06,3427,withdrawal,2445.31,CZK,false
1025124,2025-02-17,142,transfer,9174.62,CZK,false
1025125,2025-02-22,621,withdrawal,9537.87,CZK,false
1025126,2025-02-21,4695,withdrawal,205.5,PLN,false
1025127,2025-02-24,3685,withdrawal,8377.14,RON,false
1025128,2025-01-13,4259,deposit,9147.37,TRY,false
1025129,2025-02-19,37,deposit,6807.46,CHF,false
1025130,2025-01-01,780,deposit,9170.04,ISK,false
1025131,2025-02-09,4578,deposit,2966.39,PLN,false
1025132,2025-01-12,1023,deposit,5434.95,RON,false
1025133,2025-01-04,1670,withdrawal,2475.82,RON,false
1025134,2025-02-28,3182,withdrawal,7681.96,TRY,false
1025135,2025-01-10,1921,withdrawal,622.46,HUF,false
1025136,2025-02-09,4201,withdrawal,4721.64,ISK,false
1025137,2025-02-18,4586,deposit,3465.78,NOK,false
1025138,2025-01-11,2626,transfer,8342.03,ISK,false
1025139,2025-01-13,4193,transfer,6636.83,BGN,false
1025140,2025-01-24,3164,deposit,9650.47,RON,false
1025141,2025-02-14,4855,deposit,3915.88,JPY,false
1025142,2025-03-04,4415,deposit,5793.26,CZK,false
1025143,2025-02-03,2060,deposit,1478.19,HUF,false
1025144,2025-02-04,1029,deposit,1676.09,JPY,false
1025145,2025-02-17,3103,deposit,4282.11,TRY,false
1025146,2025-01-03,1429,withdrawal,3938.04,PLN,false
1025147,2025-02-28,548,transfer,2390.15,RON,false
1025148,2025-02-10,2046,transfer,5141.1,RON,false
1025149,2025-01-31,1242,withdrawal,515.87,HUF,false
1025150,2025-01-17,4336,withdrawal,8660.4,PLN,false
1025151,2025-01-22,3967,transfer,7297.42,NOK,false
1025152,2025-02-09,4682,transfer,3775.31,ISK,false
1025153,2025-03-07,2774,transfer,5485.95,PLN,false
1025154,2025-02-03,3362,deposit,8461.41,TRY,false
1025155,2025-02-11,4972,withdrawal,9620.42,CHF,false
1025156,2025-02-27,1925,deposit,8213.57,DKK,false
1025157,2025-01-10,4859,withdrawal,3427.76,TRY,false
1025158,2025-02-26,971,transfer,7075.12,CHF,false
1025159,2025-01-16,1754,deposit,2513.65,TRY,false
1025160,2025-02-22,704,transfer,263.22,AUD,false
1025161,2025-01-11,3184,transfer,7644.15,ISK,false
1025162,2025-02-09,3383,withdrawal,1574.13,CHF,false
1025163,2025-02-04,2110,transfer,57.71,BGN,false
1025164,2025-01-13,4583,deposit,300.96,CHF,false
1025165,2025-02-05,3077,deposit,4985.24,AUD,false
1025166,2025-03-01,3592,deposit,2086.74,RON,false
1025167,2025-03-01,1095,withdrawal,4561.87,SEK,false
1025168,2025-01-09,4151,deposit,2991.15,NOK,false
1025169,2025-02-11,2626,withdrawal,3606.34,NOK,false
1025170,2025-03-05,3712,deposit,5320.65,BGN,false
1025171,2025-02-28,3443,withdrawal,5096.32,CHF,false
1025172,2025-01-01,2676,withdrawal,3551.88,CHF,false
1025173,2025-02-04,1944,withdrawal,3571.92,NOK,false
1025174,2025-02-15,1093,withdrawal,6033.83,DKK,false
1025175,2025-02-09,28,deposit,6405.88,BGN,false
1025176,2025-01-11,4638,transfer,2142.81,TRY,false
1025177,2025-03-04,4523,transfer,6860.22,TRY,false
1025178,2025-01-01,4344,transfer,3645.38,GBP,false
1025179,2025-02-22,4796,withdrawal,7538.68,NOK,false
1025180,2025-01-12,3315,deposit,4181.06,HUF,false
1025181,2025-01-25,1741,withdrawal,2050.46,SEK,false
1025182,2025-02-18,2850,withdrawal,8938.04,DKK,false
1025183,2025-03-04,3897,deposit,39.29,JPY,false
1025184,2025-01-05,3756,withdrawal,3642.91,ISK,false
1025185,2025-02-21,230,withdrawal,7244.39,NOK,false
1025186,2025-02-02,2303,withdrawal,3202.79,SEK,false
1025187,2025-02-13,2069,withdrawal,1196.6,RON,false
1025188,2025-01-30,3918,transfer,3425.46,RON,false
1025189,2025-03-07,3474,transfer,2560.51,DKK,false
1025190,2025-01-27,3932,transfer,5751.02,AUD,false
1025191,2025-01-23,1420,withdrawal,7212.19,NOK,false
1025192,2025-03-07,809,transfer,7364.92,AUD,false
1025193,2025-01-19,2423,transfer,2689.73,TRY,false
1025194,2025-02-09,4462,deposit,6771.23,HUF,false
1025195,2025-03-10,1904,deposit,4578.35,CZK,false
1025196,2025-02-04,4619,transfer,5862.97,DKK,false
1025197,2025-01-22,4573,transfer,3458.42,NOK,false
1025198,2025-01-29,1600,withdrawal,6370.16,JPY,false
1025199,2025-02-12,3680,deposit,6657.27,CZK,false
1025200,2025-01-18,3667,withdrawal,7706.85,CZK,false
1025201,2025-01-16,4463,transfer,9335.18,CZK,false
1025202,2025-01-07,3649,withdrawal,1023.47,BGN,false
1025203,2025-02-25,3096,withdrawal,5318.35,SEK,false
1025204,2025-03-06,2065,withdrawal,8305.89,BGN,false
1025205,2025-01-12,2669,withdrawal,6349.41,AUD,false
1025206,2025-01-26,1479,transfer,2196.33,CHF,false
1025207,2025-01-14,2182,deposit,7897.2,GBP,false
1025208,2025-01-20,3055,transfer,7900.97,ISK,false
1025209,2025-01-07,4374,transfer,9240.49,SEK,false
1025210,2025-01-07,1622,deposit,3412.97,BGN,false
1025211,2025-01-27,4956,deposit,5145.56,ISK,false
1025212,2025-01-30,2356,withdrawal,6699.06,JPY,false
1025213,2025-02-16,3057,withdrawal,8207.98,GBP,false
1025214,2025-01-20,3549,transfer,6861.25,HUF,false
1025215,2025-02-11,2150,withdrawal,6762.44,SEK,false
1025216,2025-01-17,4938,withdrawal,5323.22,BGN,false
1025217,2025-02-15,1915,withdrawal,2726.27,BGN,false
1025218,2025-01-06,1436,deposit,7852.21,TRY,false
1025219,2025-02-07,66,deposit,5465.12,CZK,false
1025220,2025-02-24,3451,deposit,7720.05,JPY,false
1025221,2025-02-14,659,deposit,7540.08,CZK,false
1025222,2025-01-17,2676,deposit,7707.51,RON,false
1025223,2025-02-09,1335,withdrawal,5020.56,DKK,false
1025224,2025-01-22,2895,transfer,5039.51,CHF,false
1025225,2025-02-28,3460,transfer,9719.06,RON,false
1025226,2025-01-19,2517,deposit,8714.51,CHF,false
1025227,2025-01-11,132,withdrawal,118.22,CZK,false
1025228,2025-02-15,4708,transfer,3724.3,CZK,false
1025229,2025-01-27,1909,withdrawal,4005.68,PLN,false
1025230,2025-01-25,2294,withdrawal,8328.08,JPY,false
1025231,2025-03-01,3293,transfer,2155.49,BGN,false
1025232,2025-03-08,337,withdrawal,94.31,NOK,false
1025233,2025-01-22,642,withdrawal,7038.56,BGN,false
1025234,2025-01-20,4592,withdrawal,2835.76,BGN,false
1025235,2025-01-21,2736,withdrawal,1571.57,PLN,false
1025236,2025-02-27,1174,deposit,4740.63,NOK,false
1025237,2025-01-19,3454,deposit,885.74,CHF,false
1025238,2025-01-12,4402,deposit,1849.81,BGN,false
1025239,2025-01-07,2996,deposit,1738.45,AUD,false
1025240,2025-01-01,4109,transfer,9115.43,PLN,false
1025241,2025-02-10,1568,withdrawal,9026.9,SEK,false
1025242,2025-02-03,2638,transfer,8371.41,TRY,false
1025243,2025-02-19,1883,transfer,6461.63,RON,false
1025244,2025-01-06,2440,deposit,9891.48,SEK,false
1025245,2025-01-07,2414,deposit,2951.6,NOK,false
1025246,2025-01-07,43,transfer,6785.73,GBP,false
1025247,2025-03-02,866,transfer,618.93,TRY,false
1025248,2025-01-12,1646,withdrawal,6091.92,SEK,false
1025249,2025-01-12,1033,deposit,1559.62,DKK,false
1025250,2025-01-23,1472,transfer,1599.81,NOK,false
1025251,2025-02-18,1045,deposit,6464.07,SEK,false
1025252,2025-01-03,3842,withdrawal,9549.14,PLN,false
1025253,2025-03-02,1587,deposit,4628.82,PLN,false
1025254,2025-01-24,2690,deposit,7977.93,TRY,false
1025255,2025-03-04,2615,withdrawal,7906.39,ISK,false
1025256,2025-01-01,1451,deposit,3440.09,CHF,false
1025257,2025-01-18,396,transfer,7077.24,ISK,false
1025258,2025-01-21,4660,withdrawal,8617.9,AUD,false
1025259,2025-02-25,3358,transfer,1500.24,GBP,false
1025260,2025-02-23,956,withdrawal,5824.76,JPY,false
1025261,2025-03-05,4269,withdrawal,1425.53,HUF,false
1025262,2025-01-07,192,deposit,5938.26,PLN,false
1025263,2025-01-20,3182,transfer,2428.84,JPY,false
1025264,2025-03-07,2068,transfer,732.84,HUF,false
1025265,2025-02-13,4898,deposit,1191.99,TRY,false
1025266,2025-01-05,2799,transfer,3382.53,CHF,false
1025267,2025-01-14,2061,deposit,3667.2,AUD,false
1025268,2025-01-20,3852,withdrawal,4295.0,JPY,false
1025269,2025-03-08,2717,withdrawal,728.67,ISK,false
1025270,2025-01-10,3346,transfer,1860.32,JPY,false
1025271,2025-02-10,4030,transfer,531.57,DKK,false
1025272,2025-02-07,4923,deposit,3189.89,HUF,false
1025273,2025-02-01,3948,withdrawal,4435.77,CZK,false
1025274,2025-01-10,682,withdrawal,3592.37,BGN,false
1025275,2025-03-01,135,withdrawal,4863.26,ISK,false
1025276,2025-03-06,3403,withdrawal,4561.76,CZK,false
1025277,2025-03-06,425,transfer,3954.32,SEK,false
1025278,2025-02-28,482,transfer,1386.52,JPY,false
1025279,2025-02-27,951,withdrawal,2300.36,SEK,false
1025280,2025-02-02,1468,deposit,2713.55,TRY,false
1025281,2025-03-04,1002,deposit,3218.44,TRY,false
1025282,2025-01-17,3648,transfer,9418.97,NOK,false
1025283,2025-02-13,34,withdrawal,9961.2,DKK,false
1025284,2025-01-03,2890,deposit,2344.08,JPY,false
1025285,2025-01-01,2195,deposit,6639.17,HUF,false
1025286,2025-02-05,2843,transfer,3949.48,CZK,false
1025287,2025-03-05,4794,transfer,4572.77,AUD,false
1025288,2025-03-04,738,withdrawal,7695.28,ISK,false
1025289,2025-01-21,2136,withdrawal,2687.06,TRY,false
1025290,2025-03-10,1558,deposit,3508.67,BGN,false
1025291,2025-01-04,3094,transfer,6298.65,BGN,false
1025292,2025-01-11,2998,transfer,6819.87,TRY,false
1025293,2025-01-23,801,deposit,3479.54,SEK,false
1025294,2025-02-02,1421,withdrawal,1116.98,GBP,false
1025295,2025-02-09,2946,transfer,777.94,PLN,false
1025296,2025-02-06,2318,transfer,8607.8,ISK,false
1025297,2025-03-09,2568,withdrawal,6969.42,JPY,false
1025298,2025-01-15,2558,transfer,3119.17,CZK,false
1025299,2025-01-05,1321,transfer,4783.25,TRY,false
1025300,2025-03-09,1065,withdrawal,3947.59,DKK,false
1025301,2025-02-02,2003,deposit,9972.37,CHF,false
1025302,2025-01-27,33,withdrawal,4215.81,GBP,false
1025303,2025-02-21,1315,withdrawal,3237.1,DKK,false
1025304,2025-02-01,917,transfer,109.52,RON,false
1025305,2025-01-04,4682,transfer,989.6,DKK,false
1025306,2025-02-09,3836,transfer,8588.39,DKK,false
1025307,2025-01-12,4993,deposit,4768.86,ISK,false
1025308,2025-01-06,756,deposit,4014.36,SEK,false
1025309,2025-02-03,2330,deposit,1535.3,DKK,false
1025310,2025-01-03,3396,withdrawal,3193.3,DKK,false
1025311,2025-01-27,1959,transfer,4433.47,NOK,false
1025312,2025-03-10,2180,deposit,7574.29,ISK,false
1025313,2025-02-16,2455,withdrawal,6217.74,SEK,false
1025314,2025-01-18,238,transfer,7611.87,BGN,false
1025315,2025-01-08,3420,deposit,812.12,JPY,false
1025316,2025-01-18,2928,transfer,2283.4,TRY,false
1025317,2025-02-16,3895,deposit,4106.85,CHF,false
1025318,2025-01-31,2922,transfer,9059.23,BGN,false
1025319,2025-01-18,2582,withdrawal,8532.77,BGN,false
1025320,2025-03-01,1553,transfer,9368.92,HUF,false
1025321,2025-01-08,2235,transfer,9976.14,NOK,false
1025322,2025-01-16,1959,transfer,9531.51,AUD,false
1025323,2025-03-10,298,withdrawal,7875.14,RON,false
1025324,2025-01-15,2281,deposit,4113.96,CHF,false
1025325,2025-01-31,398,transfer,4454.14,CHF,false
1025326,2025-01-11,825,transfer,5771.04,JPY,false
1025327,2025-01-07,3413,deposit,3553.17,TRY,false
1025328,2025-02-01,2724,deposit,3573.64,SEK,false
1025329,2025-01-16,3444,deposit,265.16,BGN,false
1025330,2025-01-16,713,withdrawal,4192.99,CZK,false
1025331,2025-01-01,4578,transfer,142.53,TRY,false
1025332,2025-02-05,1104,deposit,2896.93,PLN,false
1025333,2025-03-05,4264,deposit,123.47,DKK,false
1025334,2025-01-25,2986,transfer,134.1,CHF,false
1025335,2025-03-01,2376,deposit,1189.37,NOK,false
1025336,2025-01-03,4421,deposit,5944.99,BGN,false
1025337,2025-01-27,2077,deposit,1437.54,JPY,false
1025338,2025-03-03,2775,transfer,1732.18,JPY,false
1025339,2025-02-07,1865,deposit,539.21,BGN,false
1025340,2025-01-24,4112,deposit,7616.73,HUF,false
1025341,2025-02-17,4474,transfer,6343.25,HUF,false
1025342,2025-02-15,4721,withdrawal,2791.02,AUD,false
1025343,2025-02-02,2842,transfer,2441.19,NOK,false
1025344,2025-03-02,2216,withdrawal,2680.8,RON,false
1025345,2025-02-07,3822,withdrawal,2381.25,GBP,false
1025346,2025-02-28,3876,deposit,9849.44,AUD,false
1025347,2025-01-23,2168,transfer,3270.59,TRY,false
1025348,2025-02-15,3248,withdrawal,4246.15,TRY,false
1025349,2025-03-08,1993,deposit,144.87,GBP,false
1025350,2025-01-11,839,deposit,4536.75,ISK,false
1025351,2025-02-10,923,transfer,8204.91,AUD,false
1025352,2025-01-06,1930,transfer,8848.4,CZK,false
1025353,2025-01-15,1013,withdrawal,7323.68,TRY,false
1025354,2025-02-25,602,withdrawal,9426.37,CHF,false
1025355,2025-01-06,1424,withdrawal,2929.43,CHF,false
1025356,2025-01-24,4303,withdrawal,4093.29,NOK,false
1025357,2025-01-29,3665,transfer,2980.97,SEK,false
1025358,2025-01-05,1747,deposit,7943.26,HUF,false
1025359,2025-02-03,945,withdrawal,1025.68,NOK,false
1025360,2025-01-30,4330,deposit,7672.04,GBP,false
1025361,2025-01-12,2324,transfer,8858.31,CZK,false
1025362,2025-01-17,3614,deposit,2729.11,NOK,false
1025363,2025-03-09,1519,deposit,8704.39,CZK,false
1025364,2025-01-05,2396,withdrawal,7077.42,SEK,false
1025365,2025-02-21,3266,deposit,1714.23,GBP,false
1025366,2025-02-20,1168,deposit,3376.8,ISK,false
1025367,2025-02-19,382,transfer,4433.19,GBP,false
1025368,2025-02-28,3131,transfer,6943.78,TRY,false
1025369,2025-01-24,850,transfer,3895.93,CZK,false
1025370,2025-02-25,4098,transfer,9375.47,DKK,false
1025371,2025-01-07,1639,withdrawal,1310.93,ISK,false
1025372,2025-02-14,2820,withdrawal,7502.04,NOK,false
1025373,2025-01-07,1835,transfer,630.39,SEK,false
1025374,2025-02-22,2951,withdrawal,8379.87,DKK,false
1025375,2025-01-21,1506,transfer,3119.13,ISK,false
1025376,2025-01-09,785,deposit,9599.24,ISK,false
1025377,2025-01-07,1504,withdrawal,3088.37,HUF,false
1025378,2025-01-28,747,deposit,3005.23,RON,false
1025379,2025-03-01,4404,deposit,6525.99,DKK,false
1025380,2025-01-22,2606,transfer,9073.66,DKK,false
1025381,2025-02-06,2657,deposit,7177.01,ISK,false
1025382,2025-03-06,3558,transfer,1315.57,TRY,false
1025383,2025-01-13,1957,withdrawal,5202.08,PLN,false
1025384,2025-02-12,1614,deposit,2077.85,RON,false
1025385,2025-01-03,2741,transfer,4822.86,GBP,false
1025386,2025-03-08,3036,deposit,2627.36,PLN,false
1025387,2025-01-01,3472,withdrawal,1677.18,DKK,false
1025388,2025-01-10,2277,transfer,2617.61,SEK,false
1025389,2025-02-18,1333,transfer,3199.64,ISK,false
1025390,2025-02-15,4422,transfer,6860.33,NOK,false
1025391,2025-03-05,1161,withdrawal,8187.86,DKK,false
1025392,2025-02-12,2847,withdrawal,2487.66,AUD,false
1025393,2025-02-08,1227,deposit,1946.32,TRY,false
1025394,2025-01-12,1532,deposit,9897.87,DKK,false
1025395,2025-03-10,3219,deposit,3834.72,PLN,false
1025396,2025-01-12,2674,transfer,6491.92,TRY,false
1025397,2025-03-04,1335,transfer,1994.1,CHF,false
1025398,2025-03-07,885,transfer,6605.9,NOK,false
1025399,2025-02-23,4855,withdrawal,2075.67,DKK,false
1025400,2025-01-02,3691,transfer,7911.59,SEK,false
1025401,2025-01-08,3490,withdrawal,6939.29,SEK,false
1025402,2025-01-11,2856,deposit,7623.99,JPY,false
1025403,2025-01-14,3457,withdrawal,8797.45,JPY,false
1025404,2025-01-27,1789,transfer,2228.25,SEK,false
1025405,2025-02-03,4800,transfer,3947.8,GBP,false
1025406,2025-02-26,4412,withdrawal,9804.83,CZK,false
1025407,2025-01-03,3562,withdrawal,4724.41,BGN,false
1025408,2025-02-27,2412,deposit,9046.72,SEK,false
1025409,2025-01-01,2131,transfer,5632.42,AUD,false
1025410,2025-03-02,785,transfer,4693.57,NOK,false
1025411,2025-02-01,3384,withdrawal,8188.67,SEK,false
1025412,2025-03-08,154,transfer,2131.55,BGN,false
1025413,2025-02-12,815,withdrawal,6392.58,CHF,false
1025414,2025-01-02,1064,transfer,4708.81,GBP,false
1025415,2025-01-16,2989,deposit,8164.6,TRY,false
1025416,2025-02-17,3425,deposit,1656.84,RON,false
1025417,2025-01-15,4429,transfer,8445.57,RON,false
1025418,2025-01-11,3261,transfer,8183.08,NOK,false
1025419,2025-01-25,1488,transfer,603.78,RON,false
1025420,2025-01-02,1763,deposit,3402.64,CHF,false
1025421,2025-01-07,420,deposit,774.06,CZK,false
1025422,2025-01-16,3604,transfer,2235.2,CZK,false
1025423,2025-03-09,1856,withdrawal,8355.07,AUD,false
1025424,2025-03-01,1305,transfer,4766.92,SEK,false
1025425,2025-03-10,4780,withdrawal,8039.74,CHF,false
1025426,2025-03-04,1536,withdrawal,8066.69,RON,false
1025427,2025-02-07,3255,deposit,8758.18,AUD,false
1025428,2025-01-11,3669,transfer,5032.07,HUF,false
1025429,2025-02-18,1134,withdrawal,1839.58,CHF,false
1025430,2025-02-17,2817,transfer,8440.81,TRY,false
1025431,2025-02-06,4927,deposit,515.58,DKK,false
1025432,2025-03-01,4767,withdrawal,4975.84,RON,false
1025433,2025-01-18,4947,transfer,6351.97,DKK,false
1025434,2025-01-23,962,withdrawal,6468.3,NOK,false
1025435,2025-02-19,3089,deposit,5072.56,CZK,false
1025436,2025-02-03,492,deposit,2002.9,AUD,false
1025437,2025-03-03,2789,withdrawal,7199.48,JPY,false
1025438,2025-02-06,3952,withdrawal,2158.12,RON,false
1025439,2025-01-06,1638,withdrawal,9447.4,BGN,false
1025440,2025-01-31,3912,deposit,258.01,ISK,false
1025441,2025-03-08,4370,deposit,1622.71,ISK,false
1025442,2025-02-16,4187,deposit,394.07,CHF,false
1025443,2025-02-03,558,deposit,548.69,PLN,false
1025444,2025-02-16,4611,transfer,9322.62,CZK,false
1025445,2025-01-26,712,withdrawal,8119.92,JPY,false
1025446,2025-02-28,3229,transfer,7055.49,DKK,false
1025447,2025-01-25,4990,withdrawal,4355.0,GBP,false
1025448,2025-01-08,4642,deposit,1371.92,ISK,false
1025449,2025-03-04,3159,withdrawal,6901.15,TRY,false
1025450,2025-02-06,4287,deposit,6398.35,DKK,false
1025451,2025-02-21,2115,withdrawal,8548.43,AUD,false
1025452,2025-01-20,4364,transfer,8668.21,BGN,false
1025453,2025-01-15,1126,deposit,8706.82,RON,false
1025454,2025-02-14,3395,transfer,2531.16,TRY,false
1025455,2025-02-15,4737,deposit,6828.09,BGN,false
1025456,2025-03-08,4209,transfer,2026.04,RON,false
1025457,2025-02-09,3441,transfer,3895.91,CHF,false
1025458,2025-02-19,3955,deposit,4014.08,CZK,false
1025459,2025-01-05,1696,withdrawal,8949.6,DKK,false
1025460,2025-03-05,4643,deposit,9377.74,TRY,false
1025461,2025-01-03,45,withdrawal,6544.82,SEK,false
1025462,2025-01-25,4178,transfer,6640.37,JPY,false
1025463,2025-02-06,1412,deposit,4787.35,TRY,false
1025464,2025-01-11,3703,transfer,2842.14,CZK,false
1025465,2025-01-07,4977,withdrawal,2923.81,BGN,false
1025466,2025-01-17,342,transfer,218.19,DKK,false
1025467,2025-01-20,2806,withdrawal,1435.22,RON,false
1025468,2025-01-27,726,transfer,6070.05,CZK,false
1025469,2025-02-15,3228,withdrawal,5322.8,HUF,false
1025470,2025-01-10,4889,deposit,4650.24,SEK,false
1025471,2025-02-20,1642,withdrawal,7708.69,CHF,false
1025472,2025-02-12,600,withdrawal,1458.04,NOK,false
1025473,2025-01-25,3515,transfer,784.94,AUD,false
1025474,2025-01-24,1488,withdrawal,7879.15,BGN,false
1025475,2025-02-20,4016,withdrawal,3185.27,NOK,false
1025476,2025-01-23,4670,withdrawal,9518.84,NOK,false
1025477,2025-02-08,820,deposit,5467.38,AUD,false
1025478,2025-01-13,1931,transfer,6775.64,ISK,false
1025479,2025-01-18,4758,withdrawal,9756.41,ISK,false
1025480,2025-01-15,4832,transfer,739.3,HUF,false
1025481,2025-02-24,4204,transfer,6527.62,SEK,false
1025482,2025-03-02,4752,deposit,9945.37,RON,false
1025483,2025-01-07,4680,transfer,5819.43,TRY,false
1025484,2025-02-09,344,deposit,4378.74,AUD,false
1025485,2025-03-01,1437,transfer,5695.21,NOK,false
1025486,2025-02-04,4057,withdrawal,1600.42,CZK,false
1025487,2025-03-04,3505,withdrawal,5188.16,RON,false
1025488,2025-02-19,3236,deposit,1687.14,SEK,false
1025489,2025-01-18,3138,transfer,3810.08,CZK,false
1025490,2025-03-02,2949,transfer,6057.9,SEK,false
1025491,2025-02-06,4582,transfer,6891.11,SEK,false
1025492,2025-01-03,3484,deposit,857.06,CZK,false
1025493,2025-02-10,4307,withdrawal,303.75,HUF,false
1025494,2025-01-13,1280,withdrawal,5687.62,HUF,false
1025495,2025-01-22,3239,transfer,3921.45,SEK,false
1025496,2025-01-02,1723,deposit,4.07,HUF,false
1025497,2025-03-06,2705,transfer,9907.12,RON,false
1025498,2025-02-28,3571,withdrawal,1865.07,JPY,false
1025499,2025-01-20,1132,deposit,4577.21,DKK,false
1025500,2025-02-17,927,deposit,755.77,ISK,false
1025501,2025-01-17,2085,transfer,921.83,JPY,false
1025502,2025-01-13,1475,withdrawal,1232.19,SEK,false
1025503,2025-01-09,3634,deposit,9439.07,ISK,false
1025504,2025-01-18,2515,withdrawal,4420.93,AUD,false
1025505,2025-01-23,4676,deposit,8013.26,TRY,false
1025506,2025-01-07,965,withdrawal,3517.9,HUF,false
1025507,2025-03-05,2296,withdrawal,9807.33,RON,false
1025508,2025-01-02,4269,withdrawal,966.85,CHF,false
1025509,2025-01-06,3010,transfer,2959.96,NOK,false
1025510,2025-02-02,2132,withdrawal,4242.67,JPY,false
1025511,2025-02-20,3731,deposit,823.02,TRY,false
1025512,2025-02-14,3023,deposit,6391.23,HUF,false
1025513,2025-03-09,9,transfer,3034.63,NOK,false
1025514,2025-03-02,3372,withdrawal,1415.03,TRY,false
1025515,2025-02-06,3037,transfer,2143.87,HUF,false
1025516,2025-02-11,3374,transfer,2197.42,HUF,false
1025517,2025-01-02,1516,transfer,9124.95,CHF,false
1025518,2025-02-02,4988,withdrawal,6170.4,DKK,false
1025519,2025-02-24,3738,transfer,6422.97,AUD,false
1025520,2025-01-21,1662,withdrawal,9190.78,ISK,false
1025521,2025-01-12,4616,transfer,6635.93,DKK,false
1025522,2025-01-05,2033,deposit,1664.75,JPY,false
