transaction_id,transaction_date,account_id,transaction_type,transaction_amount,transaction_currency
1020937,24.02.2025,914,deposit,"5655,59", RON
1020938,15.02.2025,967,transfer,"8958,74", AUD
1020939,07.01.2025,698,withdrawal,"6154,66", SEK
1020940,22.02.2025,783,withdrawal,"3196,52", AUD
1020941,24.01.2025,2540,deposit,"4423,42", SEK
1020942,30.01.2025,867,deposit,"3859,69", HUF
1020943,04.01.2025,1128,withdrawal,"8766,75", DKK
1020944,23.01.2025,2546,withdrawal,"7977,54", RON
1020945,27.02.2025,910,transfer,"9077,22", SEK
1020946,06.03.2025,1367,deposit,"341,11", ISK
1020947,06.01.2025,1207,withdrawal,"3556,42", JPY
1020948,10.02.2025,1579,transfer,"2571,23", TRY
1020949,14.01.2025,1950,deposit,"3421,50", CHF
1020950,27.02.2025,3546,transfer,"953,35", BGN
1020951,23.02.2025,2072,transfer,"7476,83", SEK
1020952,16.01.2025,4780,transfer,"8122,38", RON
1020953,24.02.2025,1932,transfer,"8188,56", CHF
1020954,17.02.2025,559,transfer,"8452,51", CZK
1020955,09.02.2025,2517,transfer,"5402,41", CHF
1020956,02.03.2025,848,withdrawal,"9513,50", ISK
1020957,10.02.2025,1878,withdrawal,"6921,90", PLN
1020958,05.03.2025,4282,withdrawal,"102,45", CZK
1020959,25.01.2025,363,withdrawal,"3925,60", PLN
1020960,26.02.2025,103,transfer,"6236,29", GBP
1020961,09.03.2025,3478,withdrawal,"4326,04", SEK
1020962,06.01.2025,4341,deposit,"5484,09", SEK
1020963,02.02.2025,4867,withdrawal,"868,43", DKK
1020964,27.01.2025,1749,transfer,"7205,90", HUF
1020965,22.02.2025,1277,transfer,"8661,41", GBP
1020966,19.01.2025,3804,deposit,"8478,50", HUF
1020967,27.02.2025,790,withdrawal,"8653,65", TRY
1020968,14.02.2025,4437,transfer,"9505,38", PLN
1020969,12.02.2025,2704,withdrawal,"1946,40", SEK
1020970,13.02.2025,1660,transfer,"7854,68", AUD
1020971,23.02.2025,210,withdrawal,"2059,45", SEK
1020972,30.01.2025,553,withdrawal,"3708,70", GBP
1020973,16.01.2025,2518,transfer,"6072,64", SEK
1020974,29.01.2025,2791,transfer,"8557,13", SEK
1020975,02.03.2025,2779,withdrawal,"8159,73", SEK
1020976,22.02.2025,4167,deposit,"2589,39", ISK
1020977,18.01.2025,2883,deposit,"5729,69", RON
1020978,12.02.2025,1165,withdrawal,"5595,85", NOK
1020979,18.01.2025,1932,withdrawal,"4298,16", ISK
1020980,08.02.2025,3755,withdrawal,"3044,72", AUD
1020981,10.03.2025,3916,deposit,"4017,09", JPY
1020982,06.02.2025,2980,withdrawal,"39,10", RON
1020983,23.01.2025,1176,transfer,"3169,01", CZK
1020984,25.02.2025,2588,transfer,"4299,82", CZK
1020985,26.02.2025,16,transfer,"4532,44", ISK
1020986,05.01.2025,974,deposit,"4397,66", ISK
1020987,21.01.2025,2210,transfer,"9440,56", BGN
1020988,08.02.2025,609,deposit,"5995,51", JPY
1020989,15.02.2025,653,transfer,"5778,92", RON
1020990,11.02.2025,1650,transfer,"9525,02", RON
1020991,02.03.2025,942,transfer,"5432,11", JPY
1020992,28.02.2025,2382,transfer,"7501,43", CZK
1020993,24.01.2025,4586,deposit,"1482,70", HUF
1020994,14.02.2025,3706,deposit,"8960,82", AUD
1020995,04.02.2025,617,withdrawal,"5791,21", AUD
1020996,09.03.2025,316,transfer,"686,39", AUD
1020997,10.03.2025,2826,withdrawal,"8184,47", SEK
1020998,10.01.2025,1887,withdrawal,"8416,57", TRY
1020999,01.03.2025,98,withdrawal,"4453,83", TRY
1021000,04.01.2025,3291,transfer,"3050,86", HUF
1021001,15.02.2025,1395,withdrawal,"2586,92", DKK
1021002,04.03.2025,2564,withdrawal,"8439,73", DKK
1021003,06.02.2025,4732,deposit,"6495,14", JPY
1021004,01.02.2025,2801,transfer,"4986,85", CZK
1021005,09.03.2025,3765,withdrawal,"728,48", HUF
1021006,21.02.2025,898,withdrawal,"2754,89", BGN
1021007,16.02.2025,1721,deposit,"98,62", HUF
1021008,09.03.2025,1938,withdrawal,"8803,98", NOK
1021009,08.01.2025,2099,withdrawal,"5565,36", AUD
1021010,23.01.2025,4305,deposit,"1964,30", CHF
1021011,04.02.2025,2862,transfer,"2062,74", HUF
1021012,14.01.2025,3508,deposit,"1788,70", GBP
1021013,03.02.2025,1715,transfer,"2064,93", SEK
1021014,11.02.2025,1395,transfer,"7387,93", SEK
1021015,08.01.2025,2629,deposit,"1474,35", RON
1021016,02.02.2025,2640,deposit,"5745,65", HUF
1021017,08.03.2025,271,deposit,"9865,42", TRY
1021018,27.01.2025,3624,deposit,"5569,35", RON
1021019,18.02.2025,2542,transfer,"8567,90", CZK
1021020,07.03.2025,3467,transfer,"3442,43", TRY
1021021,06.03.2025,3564,deposit,"2005,39", BGN
1021022,17.02.2025,4161,withdrawal,"1178,35", PLN
1021023,10.02.2025,2838,withdrawal,"9563,41", GBP
1021024,09.02.2025,2228,withdrawal,"6127,31", HUF
1021025,20.01.2025,817,deposit,"1517,20", NOK
1021026,21.02.2025,1953,transfer,"9126,24", HUF
1021027,28.02.2025,3324,deposit,"5553,08", ISK
1021028,15.02.2025,4463,withdrawal,"4554,98", CHF
1021029,04.02.2025,3068,withdrawal,"4020,84", AUD
1021030,26.01.2025,2731,withdrawal,"4329,45", TRY
1021031,10.02.2025,3764,deposit,"226,76", JPY
1021032,22.01.2025,3878,transfer,"580,02", CHF
1021033,07.03.2025,2742,withdrawal,"7154,00", CHF
1021034,30.01.2025,1563,deposit,"2190,59", NOK
1021035,21.02.2025,3387,withdrawal,"882,66", BGN
1021036,20.01.2025,3531,withdrawal,"959,28", SEK
1021037,18.02.2025,3397,transfer,"9585,79", RON
1021038,02.03.2025,314,withdrawal,"1830,96", JPY
1021039,04.02.2025,2711,withdrawal,"2217,94", GBP
1021040,12.02.2025,3274,withdrawal,"7862,20", PLN
1021041,11.01.2025,1680,transfer,"6221,00", RON
1021042,07.02.2025,4449,withdrawal,"976,95", BGN
1021043,28.01.2025,3392,withdrawal,"2801,32", GBP
1021044,21.01.2025,3783,withdrawal,"3443,90", NOK
1021045,03.03.2025,1377,withdrawal,"9399,57", JPY
1021046,10.03.2025,4265,deposit,"3206,90", PLN
1021047,06.02.2025,1621,withdrawal,"4447,71", AUD
1021048,27.01.2025,2905,deposit,"3828,95", DKK
1021049,13.01.2025,409,withdrawal,"6661,89", GBP
1021050,07.03.2025,1271,deposit,"6754,38", TRY
1021051,04.02.2025,3041,deposit,"8990,20", SEK
1021052,23.01.2025,4635,deposit,"1639,87", ISK
1021053,17.02.2025,257,deposit,"8124,61", JPY
1021054,27.01.2025,3706,transfer,"2041,36", BGN
1021055,29.01.2025,1902,withdrawal,"2236,18", GBP
1021056,09.01.2025,4887,deposit,"7322,72", HUF
1021057,05.03.2025,4009,transfer,"8202,47", RON
1021058,13.01.2025,4916,deposit,"1660,21", SEK
1021059,08.02.2025,1874,transfer,"4363,11", HUF
1021060,06.01.2025,1189,deposit,"8652,70", JPY
1021061,08.01.2025,4057,transfer,"6866,40", AUD
1021062,03.03.2025,86,deposit,"2642,30", SEK
1021063,27.02.2025,3402,transfer,"4754,62", SEK
1021064,16.02.2025,3847,withdrawal,"1042,99", AUD
1021065,29.01.2025,3506,deposit,"1825,00", JPY
1021066,08.02.2025,1600,withdrawal,"8820,73", JPY
1021067,17.01.2025,4223,deposit,"4431,12", AUD
1021068,06.01.2025,3093,deposit,"3369,44", AUD
1021069,03.03.2025,1421,deposit,"3634,44", ISK
1021070,06.03.2025,3766,withdrawal,"9465,32", GBP
1021071,21.02.2025,3233,deposit,"4852,68", CHF
1021072,19.02.2025,4229,transfer,"7473,32", NOK
1021073,08.01.2025,1080,deposit,"1407,35", BGN
1021074,14.02.2025,555,deposit,"651,89", AUD
1021075,18.02.2025,2581,withdrawal,"8997,77", CHF
1021076,24.01.2025,1096,withdrawal,"3360,61", SEK
1021077,07.01.2025,3663,deposit,"3219,29", RON
1021078,02.02.2025,2012,deposit,"6447,41", SEK
1021079,29.01.2025,1393,withdrawal,"9186,35", AUD
1021080,25.02.2025,3905,deposit,"6319,77", ISK
1021081,18.02.2025,3347,deposit,"3987,36", NOK
1021082,08.03.2025,2801,deposit,"2226,41", RON
1021083,25.02.2025,4581,withdrawal,"9585,14", TRY
1021084,09.03.2025,1306,withdrawal,"6082,17", ISK
1021085,19.01.2025,2491,deposit,"1734,15", GBP
1021086,06.03.2025,3729,deposit,"6190,06", NOK
1021087,27.01.2025,904,deposit,"8187,38", NOK
1021088,06.01.2025,1976,transfer,"3565,58", JPY
1021089,30.01.2025,72,withdrawal,"9684,45", ISK
1021090,27.02.2025,926,withdrawal,"7115,25", ISK
1021091,10.02.2025,383,withdrawal,"7097,43", NOK
1021092,22.01.2025,2277,transfer,"5973,31", NOK
1021093,25.02.2025,3293,transfer,"6888,90", HUF
1021094,08.02.2025,3892,deposit,"4017,94", TRY
1021095,05.01.2025,1149,transfer,"2498,01", PLN
1021096,02.02.2025,3570,withdrawal,"561,53", RON
1021097,10.01.2025,2430,withdrawal,"2964,70", RON
1021098,18.02.2025,3615,deposit,"1706,65", RON
1021099,05.01.2025,1101,withdrawal,"5055,69", GBP
1021100,03.01.2025,4813,withdrawal,"1832,40", RON
1021101,15.02.2025,1543,deposit,"1352,19", AUD
1021102,03.02.2025,569,withdrawal,"7557,40", CZK
1021103,17.01.2025,800,withdrawal,"6040,44", JPY
1021104,16.01.2025,3356,deposit,"5224,36", TRY
1021105,19.02.2025,3765,transfer,"5663,24", NOK
1021106,19.02.2025,3755,withdrawal,"1147,70", ISK
1021107,08.01.2025,450,withdrawal,"7020,16", CHF
1021108,08.02.2025,4418,deposit,"2900,31", DKK
1021109,22.01.2025,2303,deposit,"54,33", SEK
1021110,04.01.2025,864,transfer,"8127,18", AUD
1021111,27.01.2025,17,deposit,"2511,03", SEK
1021112,22.01.2025,4136,withdrawal,"2107,41", CHF
1021113,06.02.2025,678,deposit,"2407,64", SEK
1021114,19.02.2025,1797,deposit,"6851,19", DKK
1021115,17.02.2025,3081,deposit,"2435,16", NOK
1021116,10.02.2025,4620,withdrawal,"755,03", ISK
1021117,16.02.2025,3101,deposit,"4606,94", CHF
1021118,12.02.2025,920,transfer,"9896,70", JPY
1021119,28.02.2025,4305,deposit,"4604,39", CHF
1021120,20.01.2025,4376,deposit,"1995,17", CZK
1021121,01.02.2025,2107,withdrawal,"6279,91", JPY
1021122,08.01.2025,4757,deposit,"2360,74", NOK
1021123,15.01.2025,3497,deposit,"3141,87", DKK
1021124,20.01.2025,1284,withdrawal,"3882,76", CZK
1021125,14.01.2025,1257,transfer,"2515,56", AUD
1021126,31.01.2025,631,transfer,"2076,57", BGN
1021127,28.02.2025,4093,transfer,"297,59", GBP
1021128,08.02.2025,3150,transfer,"8710,33", SEK
1021129,20.02.2025,2906,withdrawal,"1637,97", CZK
1021130,18.01.2025,4531,transfer,"5369,07", BGN
1021131,15.02.2025,73,withdrawal,"2350,45", DKK
1021132,17.01.2025,3955,withdrawal,"6336,21", PLN
1021133,16.01.2025,396,withdrawal,"5963,89", DKK
1021134,20.02.2025,1090,withdrawal,"689,32", JPY
1021135,24.01.2025,3942,transfer,"6687,92", GBP
1021136,01.01.2025,3232,withdrawal,"9905,66", NOK
1021137,24.02.2025,3928,withdrawal,"3713,42", NOK
1021138,10.01.2025,4955,transfer,"1297,31", GBP
1021139,23.01.2025,1768,deposit,"1691,56", JPY
1021140,01.01.2025,2427,deposit,"6107,88", CHF
1021141,01.01.2025,1787,withdrawal,"6464,13", NOK
1021142,01.02.2025,1442,transfer,"2127,66", TRY
1021143,17.01.2025,1386,deposit,"8115,66", CZK
1021144,06.02.2025,1184,withdrawal,"3642,05", AUD
1021145,27.01.2025,941,deposit,"2768,74", AUD
1021146,13.01.2025,3238,transfer,"3613,60", JPY
1021147,05.02.2025,76,withdrawal,"8505,97", DKK
1021148,06.02.2025,725,deposit,"7250,95", AUD
1021149,08.01.2025,2949,transfer,"376,10", SEK
1021150,01.03.2025,498,deposit,"61,99", GBP
1021151,26.02.2025,1650,deposit,"4863,55", NOK
1021152,01.01.2025,2568,deposit,"170,48", TRY
1021153,04.02.2025,729,withdrawal,"3202,53", HUF
1021154,28.02.2025,1800,transfer,"97,43", GBP
1021155,24.01.2025,1950,deposit,"6415,43", ISK
1021156,10.02.2025,1087,deposit,"9841,17", PLN
1021157,07.03.2025,2811,deposit,"6662,45", ISK
1021158,04.01.2025,3283,transfer,"5637,01", DKK
1021159,17.01.2025,806,transfer,"3079,76", JPY
1021160,02.01.2025,934,transfer,"7663,83", TRY
1021161,21.01.2025,1731,deposit,"5739,15", CZK
1021162,25.01.2025,4685,withdrawal,"7402,57", SEK
1021163,01.01.2025,2313,transfer,"2683,51", DKK
1021164,07.02.2025,1057,deposit,"8042,93", ISK
1021165,03.03.2025,3902,transfer,"1624,79", RON
1021166,04.02.2025,2496,deposit,"4404,50", DKK
1021167,12.01.2025,4684,transfer,"4881,62", AUD
1021168,10.01.2025,3467,deposit,"977,70", JPY
1021169,29.01.2025,206,transfer,"2135,18", CZK
1021170,29.01.2025,9,deposit,"5510,80", NOK
1021171,25.02.2025,342,transfer,"4765,60", HUF
1021172,27.02.2025,2943,withdrawal,"2597,88", JPY
1021173,10.03.2025,3775,transfer,"3748,59", SEK
1021174,15.01.2025,3589,withdrawal,"9581,54", NOK
1021175,13.01.2025,4367,transfer,"4912,28", TRY
1021176,27.02.2025,3396,withdrawal,"4405,84", RON
1021177,17.02.2025,4595,withdrawal,"2243,72", HUF
1021178,03.03.2025,2497,transfer,"1661,06", NOK
1021179,06.03.2025,4979,deposit,"5144,70", PLN
1021180,06.02.2025,555,withdrawal,"8183,34", AUD
1021181,26.01.2025,1208,deposit,"9552,48", TRY
1021182,21.02.2025,4963,withdrawal,"6304,53", CZK
1021183,30.01.2025,4467,withdrawal,"7088,17", GBP
1021184,09.03.2025,3365,withdrawal,"177,06", BGN
1021185,27.01.2025,861,withdrawal,"5469,26", PLN
1021186,24.01.2025,2531,withdrawal,"9688,58", NOK
1021187,27.02.2025,4855,withdrawal,"8903,52", TRY
1021188,08.02.2025,3875,transfer,"6334,10", RON
1021189,20.02.2025,1809,transfer,"5392,04", JPY
1021190,23.01.2025,2555,deposit,"9637,89", JPY
1021191,04.01.2025,2827,deposit,"6773,10", PLN
1021192,01.01.2025,4815,deposit,"9342,37", GBP
1021193,12.01.2025,517,withdrawal,"4157,31", HUF
1021194,05.03.2025,3946,deposit,"164,84", HUF
1021195,10.03.2025,2315,transfer,"8725,17", HUF
1021196,27.02.2025,469,deposit,"8866,69", AUD
1021197,14.02.2025,1963,deposit,"6853,06", SEK
1021198,27.01.2025,108,deposit,"8209,06", RON
1021199,07.01.2025,4596,transfer,"8816,71", JPY
1021200,01.03.2025,2304,transfer,"1561,29", CHF
1021201,19.01.2025,415,transfer,"93,22", CZK
1021202,15.01.2025,4972,deposit,"9262,73", RON
1021203,05.03.2025,2445,transfer,"5724,79", CZK
1021204,26.01.2025,4184,deposit,"5260,10", RON
1021205,25.02.2025,2071,withdrawal,"3466,76", AUD
1021206,03.03.2025,3998,deposit,"7260,86", CHF
1021207,07.01.2025,797,deposit,"4253,34", NOK
1021208,09.03.2025,2039,withdrawal,"6749,72", JPY
1021209,04.03.2025,3018,transfer,"732,30", NOK
1021210,26.01.2025,3654,deposit,"3911,05", JPY
1021211,02.03.2025,4956,transfer,"6439,57", CZK
1021212,22.01.2025,414,transfer,"4149,69", GBP
1021213,15.02.2025,1366,transfer,"6888,43", JPY
1021214,01.03.2025,2885,transfer,"2831,64", HUF
1021215,13.02.2025,1916,deposit,"3087,93", BGN
1021216,09.01.2025,1864,transfer,"6998,23", TRY
1021217,11.02.2025,2256,transfer,"1572,95", BGN
1021218,12.01.2025,2360,withdrawal,"8551,60", CZK
1021219,12.02.2025,365,deposit,"3451,03", PLN
1021220,24.01.2025,770,deposit,"9932,76", CZK
1021221,19.02.2025,3771,transfer,"948,72", NOK
1021222,05.02.2025,3128,transfer,"5598,40", CZK
1021223,08.02.2025,1354,deposit,"972,77", AUD
1021224,06.01.2025,1234,withdrawal,"5780,52", AUD
1021225,28.02.2025,2383,withdrawal,"4267,04", BGN
1021226,27.02.2025,2487,transfer,"2589,18", GBP
1021227,05.01.2025,1462,transfer,"9638,69", ISK
1021228,08.01.2025,977,transfer,"1670,45", DKK
1021229,20.02.2025,2461,transfer,"2332,53", PLN
1021230,04.03.2025,4672,transfer,"7062,33", TRY
1021231,30.01.2025,2892,withdrawal,"6051,27", TRY
1021232,09.02.2025,3917,withdrawal,"8080,13", HUF
1021233,08.03.2025,952,deposit,"744,68", NOK
1021234,24.02.2025,3220,deposit,"7201,93", HUF
1021235,08.01.2025,1567,transfer,"9549,60", AUD
1021236,20.02.2025,1813,transfer,"5338,47", TRY
1021237,20.02.2025,4424,transfer,"3390,67", HUF
1021238,29.01.2025,344,deposit,"3586,93", RON
1021239,11.01.2025,4919,deposit,"6134,65", GBP
1021240,10.03.2025,2879,withdrawal,"2357,85", BGN
1021241,31.01.2025,4486,deposit,"5147,18", ISK
1021242,11.01.2025,3807,deposit,"1007,90", HUF
1021243,03.02.2025,4861,withdrawal,"5453,40", SEK
1021244,16.01.2025,2890,deposit,"1340,06", CZK
1021245,25.02.2025,2814,withdrawal,"4367,67", AUD
1021246,21.01.2025,4682,withdrawal,"5528,30", PLN
1021247,10.03.2025,3063,deposit,"9311,02", AUD
1021248,25.02.2025,1483,deposit,"568,42", NOK
1021249,03.02.2025,3815,transfer,"501,58", HUF
1021250,16.02.2025,472,transfer,"2856,56", AUD
1021251,09.03.2025,3488,deposit,"3700,69", HUF
1021252,07.01.2025,4226,transfer,"6387,21", DKK
1021253,05.03.2025,4062,withdrawal,"2436,40", TRY
1021254,18.02.2025,2709,withdrawal,"3652,65", HUF
1021255,05.02.2025,4386,transfer,"2076,05", SEK
1021256,01.02.2025,4469,transfer,"2367,24", NOK
1021257,23.02.2025,1605,deposit,"2898,16", AUD
1021258,30.01.2025,2944,transfer,"2643,56", ISK
1021259,21.01.2025,3097,deposit,"6691,28", TRY
1021260,16.01.2025,4632,transfer,"9733,83", HUF
1021261,17.02.2025,4905,transfer,"3471,57", JPY
1021262,09.03.2025,1609,deposit,"9458,96", BGN
1021263,06.02.2025,2659,withdrawal,"9414,08", CHF
1021264,05.02.2025,655,transfer,"1819,97", TRY
1021265,27.01.2025,1449,transfer,"6849,41", CZK
1021266,07.01.2025,896,deposit,"7427,43", HUF
1021267,01.03.2025,4771,transfer,"1555,07", JPY
1021268,04.01.2025,3625,withdrawal,"9621,21", BGN
1021269,13.02.2025,1217,transfer,"7391,73", NOK
1021270,13.02.2025,765,deposit,"4940,57", JPY
1021271,26.02.2025,2952,deposit,"4855,19", DKK
1021272,28.01.2025,509,transfer,"5747,34", ISK
1021273,21.02.2025,746,transfer,"1839,23", SEK
1021274,21.02.2025,4596,withdrawal,"1697,40", DKK
1021275,23.02.2025,852,transfer,"4768,30", DKK
1021276,17.02.2025,1088,withdrawal,"9309,30", TRY
1021277,01.02.2025,687,transfer,"2559,34", AUD
1021278,21.02.2025,385,deposit,"4511,06", DKK
1021279,21.01.2025,2471,deposit,"2951,43", CZK
1021280,01.03.2025,1258,transfer,"8027,96", HUF
1021281,09.03.2025,4929,deposit,"1990,20", RON
1021282,19.02.2025,4541,withdrawal,"4011,87", ISK
1021283,26.02.2025,3254,withdrawal,"9664,99", TRY
1021284,29.01.2025,1798,deposit,"4045,16", JPY
1021285,20.01.2025,931,withdrawal,"4706,88", RON
1021286,04.03.2025,4876,deposit,"4210,57", TRY
1021287,28.02.2025,3760,deposit,"3277,86", HUF
1021288,08.01.2025,4719,transfer,"9644,12", HUF
1021289,27.02.2025,1984,deposit,"366,81", AUD
1021290,21.02.2025,1205,deposit,"3731,95", CHF
1021291,10.01.2025,1564,transfer,"5240,19", DKK
1021292,08.02.2025,1634,deposit,"4730,61", JPY
1021293,09.03.2025,1561,transfer,"3259,45", HUF
1021294,22.02.2025,654,withdrawal,"4561,05", RON
1021295,10.03.2025,210,transfer,"3921,43", DKK
1021296,03.02.2025,2710,deposit,"3286,84", HUF
1021297,02.03.2025,4689,deposit,"7722,25", AUD
1021298,06.02.2025,2176,transfer,"3280,84", HUF
1021299,12.02.2025,967,transfer,"8578,38", CHF
1021300,05.02.2025,4154,transfer,"1968,15", CZK
1021301,24.01.2025,2363,withdrawal,"8831,59", AUD
1021302,08.01.2025,3347,deposit,"9530,18", SEK
1021303,03.01.2025,4691,transfer,"5404,92", JPY
1021304,04.02.2025,2713,deposit,"3750,35", CZK
1021305,08.02.2025,3694,transfer,"8127,78", PLN
1021306,24.01.2025,226,withdrawal,"3032,45", SEK
1021307,05.03.2025,3519,withdrawal,"5733,82", JPY
1021308,06.03.2025,4520,transfer,"8854,66", HUF
1021309,09.02.2025,4553,deposit,"311,16", HUF
1021310,05.03.2025,1825,transfer,"6871,64", CZK
1021311,24.01.2025,2575,deposit,"9765,68", HUF
1021312,01.01.2025,2024,transfer,"1073,00", HUF
1021313,05.02.2025,4416,transfer,"1256,99", CZK
1021314,03.03.2025,4121,withdrawal,"4406,28", DKK
1021315,26.02.2025,2388,withdrawal,"42,60", SEK
1021316,30.01.2025,1692,deposit,"1700,92", HUF
1021317,21.01.2025,3279,transfer,"8035,49", BGN
1021318,02.01.2025,3911,deposit,"3889,79", AUD
1021319,20.02.2025,4679,withdrawal,"8166,18", TRY
1021320,03.01.2025,3034,deposit,"9439,48", TRY
1021321,28.01.2025,2052,withdrawal,"5524,01", BGN
1021322,26.01.2025,6,transfer,"5985,88", AUD
1021323,27.01.2025,950,withdrawal,"4181,25", AUD
1021324,24.01.2025,4805,deposit,"3458,75", RON
1021325,01.02.2025,2989,withdrawal,"4609,41", CHF
1021326,16.02.2025,3005,deposit,"6120,96", SEK
1021327,24.01.2025,2920,withdrawal,"1939,73", AUD
1021328,11.02.2025,187,transfer,"2861,56", CZK
1021329,20.02.2025,334,transfer,"5634,80", CZK
1021330,14.02.2025,4734,withdrawal,"5461,90", TRY
1021331,26.02.2025,4588,transfer,"8704,98", DKK
1021332,24.01.2025,2250,transfer,"4472,26", PLN
1021333,24.01.2025,209,transfer,"5913,74", RON
1021334,28.01.2025,2682,transfer,"7569,71", ISK
1021335,04.02.2025,1988,deposit,"8412,88", HUF
1021336,20.01.2025,3020,transfer,"7147,11", HUF
1021337,28.02.2025,4743,deposit,"9180,19", PLN
1021338,10.01.2025,4146,transfer,"9768,00", RON
1021339,21.02.2025,3307,deposit,"4782,63", ISK
1021340,23.02.2025,3245,deposit,"3603,53", RON
1021341,03.01.2025,78,deposit,"2445,69", NOK
1021342,11.01.2025,3016,withdrawal,"3095,06", RON
1021343,30.01.2025,3406,withdrawal,"4966,22", DKK
1021344,26.02.2025,383,deposit,"7783,05", RON
1021345,21.02.2025,4802,withdrawal,"701,31", PLN
1021346,22.02.2025,4599,withdrawal,"9953,92", PLN
1021347,26.02.2025,2605,deposit,"9930,32", CZK
1021348,09.01.2025,3836,deposit,"7047,70", BGN
1021349,27.02.2025,3356,deposit,"178,80", AUD
1021350,18.01.2025,1017,deposit,"9456,83", GBP
1021351,11.02.2025,4077,transfer,"6955,15", ISK
1021352,09.01.2025,458,deposit,"573,01", DKK
1021353,08.02.2025,46,transfer,"4524,23", BGN
1021354,06.03.2025,442,deposit,"7529,05", DKK
1021355,11.01.2025,442,deposit,"7506,96", AUD
1021356,02.01.2025,2452,deposit,"2742,44", SEK
1021357,06.01.2025,3637,deposit,"834,47", AUD
1021358,11.01.2025,1095,withdrawal,"8888,88", RON
1021359,27.01.2025,105,deposit,"6474,35", AUD
1021360,01.03.2025,2624,withdrawal,"5128,24", CZK
1021361,09.03.2025,3566,deposit,"3947,10", ISK
1021362,23.02.2025,790,withdrawal,"3037,44", GBP
1021363,14.01.2025,4292,withdrawal,"7217,29", DKK
1021364,03.01.2025,1475,transfer,"323,40", RON
1021365,25.01.2025,4515,withdrawal,"8816,75", DKK
1021366,02.01.2025,4906,deposit,"2721,25", CZK
1021367,14.01.2025,4955,deposit,"4829,93", GBP
1021368,11.02.2025,1281,transfer,"5569,40", RON
1021369,10.01.2025,4777,withdrawal,"6404,44", RON
1021370,02.02.2025,4562,transfer,"9705,68", GBP
1021371,15.01.2025,2973,deposit,"299,10", CZK
1021372,20.01.2025,992,transfer,"2713,60", GBP
1021373,04.02.2025,674,deposit,"9495,17", DKK
1021374,18.02.2025,1969,deposit,"8983,26", AUD
1021375,22.02.2025,3986,transfer,"804,75", ISK
1021376,14.02.2025,3086,deposit,"256,17", SEK
1021377,02.03.2025,1282,withdrawal,"8991,94", GBP
1021378,10.01.2025,4751,deposit,"7487,73", DKK
1021379,18.01.2025,1385,withdrawal,"8291,45", ISK
1021380,09.03.2025,303,transfer,"2846,59", CZK
1021381,12.02.2025,3970,transfer,"1579,26", ISK
1021382,18.01.2025,1259,transfer,"7979,37", NOK
1021383,18.02.2025,4431,deposit,"9379,24", BGN
1021384,22.01.2025,4064,transfer,"6869,01", NOK
1021385,05.01.2025,567,withdrawal,"3397,18", JPY
1021386,06.01.2025,1642,deposit,"7312,63", NOK
1021387,11.01.2025,1838,withdrawal,"9561,09", AUD
1021388,01.01.2025,267,withdrawal,"5579,65", DKK
1021389,18.01.2025,12,withdrawal,"5051,62", NOK
1021390,15.02.2025,1925,withdrawal,"8651,00", SEK
1021391,11.01.2025,2307,deposit,"8860,26", HUF
1021392,17.01.2025,2604,transfer,"3416,50", BGN
1021393,12.01.2025,116,deposit,"8765,80", HUF
1021394,09.01.2025,1845,deposit,"2621,92", DKK
1021395,02.02.2025,2215,transfer,"6473,38", GBP
1021396,26.01.2025,4810,withdrawal,"7286,73", CHF
1021397,26.01.2025,1658,deposit,"9618,38", CZK
1021398,06.01.2025,2522,deposit,"2045,25", HUF
1021399,17.02.2025,592,withdrawal,"407,83", PLN
1021400,06.03.2025,4635,withdrawal,"3202,79", TRY
1021401,19.02.2025,872,deposit,"1210,34", GBP
1021402,06.03.2025,1866,transfer,"6731,64", ISK
1021403,21.02.2025,2158,transfer,"878,04", SEK
1021404,27.01.2025,4624,transfer,"6411,29", DKK
1021405,03.01.2025,3963,withdrawal,"7554,67", CZK
1021406,09.01.2025,3837,deposit,"7029,35", ISK
1021407,02.03.2025,47,deposit,"8272,05", ISK
1021408,24.02.2025,2845,deposit,"8181,38", ISK
1021409,24.02.2025,1477,deposit,"875,36", DKK
1021410,06.02.2025,2982,withdrawal,"4654,59", TRY
1021411,25.01.2025,3617,withdrawal,"9557,10", SEK
1021412,04.03.2025,2497,withdrawal,"2728,46", CZK
1021413,09.02.2025,1319,withdrawal,"9460,05", AUD
1021414,02.01.2025,1584,transfer,"183,26", SEK
1021415,05.02.2025,2080,transfer,"3447,62", BGN
1021416,07.01.2025,3426,withdrawal,"7210,52", AUD
1021417,04.02.2025,3959,deposit,"7245,84", ISK
1021418,18.02.2025,2832,deposit,"5958,41", NOK
1021419,16.01.2025,886,transfer,"2551,08", SEK
1021420,31.01.2025,1841,deposit,"7590,81", CZK
1021421,21.01.2025,703,transfer,"5404,63", NOK
1021422,07.01.2025,4224,transfer,"6310,41", PLN
1021423,24.01.2025,4425,transfer,"5190,75", NOK
1021424,05.02.2025,1801,withdrawal,"5366,46", ISK
1021425,12.02.2025,2458,deposit,"806,76", BGN
1021426,28.02.2025,1033,transfer,"7567,27", SEK
1021427,30.01.2025,269,withdrawal,"1847,16", PLN
1021428,06.03.2025,3353,withdrawal,"1610,52", DKK
1021429,31.01.2025,2076,withdrawal,"2259,06", RON
1021430,25.02.2025,356,deposit,"2672,33", CHF
