customer_id,loan_id,loan_amount,loant_type,interest_rate,loan_term,approval_rejection_date,loan_status
2795,2795,"35687,03",personal,"0,0073",12,9/30/2022,closed
2796,2796,"16994,39",auto,"0,0236",48,12/28/2021,rejected
2797,2797,"36501,86",mortgage,"0,0410",60,11/15/2022,rejected
2798,2798,"31853,28",auto,"0,0446",48,4/25/2022,approved
2799,2799,"15515,52",auto,"0,0336",24,4/19/2021,rejected
2800,2800,"3589,94",personal,"0,0085",12,2/28/2022,closed
2801,2801,"12655,38",personal,"0,0358",24,6/25/2020,approved
2802,2802,"31357,27",auto,"0,0555",24,09.12.2021,rejected
2803,2803,"30352,5",mortgage,"0,0435",12,03.05.2021,approved
2804,2804,"25874,81",personal,"0,0148",48,9/22/2022,rejected
2805,2805,"13322,28",auto,"0,0509",24,5/24/2020,approved
2806,2806,"22782,3",personal,"0,0036",24,5/25/2022,rejected
2807,2807,"8058,14",mortgage,"0,0538",48,8/28/2021,approved
2808,2808,"33456,76",personal,"0,0204",24,4/13/2021,closed
2809,2809,"43588,84",mortgage,"0,0160",36,07.07.2020,rejected
2810,2810,"23720,61",mortgage,"0,0447",12,12/20/2022,closed
2811,2811,"11436,88",auto,"0,0203",48,2/17/2020,rejected
2812,2812,"41566,43",auto,"0,0292",36,1/26/2022,closed
2813,2813,"16340,89",mortgage,"0,0130",36,3/24/2022,approved
2814,2814,"30104,41",personal,"0,0134",48,04.08.2022,rejected
2815,2815,"4695,65",auto,"0,0240",60,2/16/2021,approved
2816,2816,"36178,93",mortgage,"0,0216",24,03.03.2020,rejected
2817,2817,"23572,91",personal,"0,0093",24,5/16/2022,rejected
2818,2818,"21744,08",personal,"0,0357",60,01.03.2022,closed
2819,2819,"46806,99",auto,"0,0164",60,2/21/2021,rejected
2820,2820,"25082,99",personal,"0,0057",60,12.05.2020,closed
2821,2821,"1820,78",auto,"0,0221",24,11/25/2020,rejected
2822,2822,"48031,22",personal,"0,0297",12,10.06.2020,rejected
2823,2823,"1598,43",personal,"0,0316",24,4/29/2022,rejected
2824,2824,"27257,6",mortgage,"0,0505",12,1/21/2021,closed
2825,2825,"32046,25",personal,"0,0590",24,11/17/2022,closed
2826,2826,"44829,72",personal,"0,0215",12,08.03.2022,closed
2827,2827,"34281,41",personal,"0,0381",12,01.06.2022,approved
2828,2828,"40745,51",auto,"0,0165",36,08.02.2022,rejected
2829,2829,"38726,21",mortgage,"0,0245",24,02.09.2022,approved
2830,2830,"11463,21",mortgage,"0,0343",12,11.03.2021,closed
2831,2831,"35322,94",personal,"0,0485",36,12/28/2021,approved
2832,2832,"32241,53",mortgage,"0,0218",24,9/13/2020,rejected
2833,2833,"12954,57",personal,"0,0475",12,1/15/2021,closed
2834,2834,"7288,22",auto,"0,0211",36,05.04.2021,rejected
2835,2835,"37830,33",personal,"0,0554",60,8/31/2022,closed
2836,2836,"48585,19",personal,"0,0483",12,10.10.2021,approved
2837,2837,"37183,85",personal,"0,0477",36,12/16/2021,closed
2838,2838,"37723,04",personal,"0,0429",12,2/18/2021,closed
2839,2839,"9168,52",auto,"0,0174",24,02.12.2022,closed
2840,2840,"13105,71",mortgage,"0,0494",36,5/20/2022,closed
2841,2841,"29702,37",personal,"0,0196",24,4/25/2020,rejected
2842,2842,"2540,11",mortgage,"0,0467",36,5/24/2022,approved
2843,2843,"33728,22",personal,"0,0067",12,11/15/2021,rejected
2844,2844,"8095,75",mortgage,"0,0124",24,04.09.2020,approved
2845,2845,"21256,42",auto,"0,0150",48,05.06.2022,approved
2846,2846,"16689,22",mortgage,"0,0525",48,6/28/2020,rejected
2847,2847,"6216,32",mortgage,"0,0062",48,4/28/2020,rejected
2848,2848,"29359,8",auto,"0,0386",48,09.08.2022,rejected
2849,2849,"18701,05",mortgage,"0,0081",36,3/25/2020,approved
2850,2850,"3155,26",personal,"0,0581",24,1/20/2022,approved
2851,2851,"22776,58",personal,"0,0459",36,05.02.2021,rejected
2852,2852,"29922,68",auto,"0,0133",24,08.11.2021,closed
2853,2853,"7390,3",auto,"0,0540",48,5/27/2020,closed
2854,2854,"29664,7",auto,"0,0343",60,3/14/2020,closed
2855,2855,"15799,18",personal,"0,0312",12,12/28/2021,approved
2856,2856,"13722,76",mortgage,"0,0354",48,10.12.2021,approved
2857,2857,"39978,68",auto,"0,0457",48,10.05.2022,closed
2858,2858,"23919,34",personal,"0,0102",60,9/24/2022,closed
2859,2859,"19518,23",mortgage,"0,0278",36,08.06.2020,rejected
2860,2860,"40838,1",personal,"0,0261",36,12/27/2021,rejected
2861,2861,"45606,87",mortgage,"0,0485",24,09.03.2020,closed
2862,2862,"16439,1",auto,"0,0094",12,12.08.2022,closed
2863,2863,"3469,51",auto,"0,0471",24,6/17/2022,closed
2864,2864,"27495,16",personal,"0,0589",48,09.11.2022,approved
2865,2865,"36042,53",mortgage,"0,0425",36,5/18/2020,approved
2866,2866,"29801,75",personal,"0,0391",48,08.09.2021,closed
2867,2867,"34714,73",mortgage,"0,0504",48,08.08.2022,approved
2868,2868,"32689,49",personal,"0,0382",36,02.06.2020,approved
2869,2869,"47843,75",mortgage,"0,0368",48,10/29/2021,approved
2870,2870,"43429,98",auto,"0,0105",48,6/15/2021,closed
2871,2871,"7460,33",personal,"0,0125",12,9/18/2021,rejected
2872,2872,"23177,59",mortgage,"0,0394",24,11.11.2022,approved
2873,2873,"23283,66",personal,"0,0261",12,7/23/2021,closed
2874,2874,"23360,35",personal,"0,0558",60,9/15/2021,rejected
2875,2875,"46604,49",mortgage,"0,0004",12,12/15/2021,closed
2876,2876,"17032,45",mortgage,"0,0459",24,02.03.2020,closed
2877,2877,"31099,38",personal,"0,0057",12,12.06.2022,approved
2878,2878,"44919,36",personal,"0,0076",60,6/17/2022,closed
2879,2879,"3476,39",mortgage,"0,0276",48,7/14/2022,approved
2880,2880,"44049,14",auto,"0,0360",48,03.01.2022,rejected
2881,2881,"38482,99",personal,"0,0584",12,01.10.2022,rejected
2882,2882,"11185,75",personal,"0,0091",60,8/20/2022,approved
2883,2883,"16950,05",mortgage,"0,0471",24,1/25/2020,rejected
2884,2884,"16218,75",personal,"0,0554",60,02.08.2022,approved
2885,2885,"11844,02",auto,"0,0084",12,07.04.2020,approved
2886,2886,"32287,55",personal,"0,0196",36,08.01.2020,rejected
2887,2887,"49158,59",personal,"0,0293",36,12/13/2022,rejected
2888,2888,"9163,98",personal,"0,0335",60,10/17/2021,closed
2889,2889,"12377,25",auto,"0,0178",12,07.08.2021,approved
2890,2890,"15228,33",auto,"0,0246",60,11/14/2021,rejected
2891,2891,"46940,98",auto,"0,0429",12,1/16/2020,rejected
2892,2892,"31665,26",mortgage,"0,0266",24,12/19/2021,rejected
2893,2893,"11420,75",mortgage,"0,0556",36,06.02.2021,closed
2894,2894,"40395,46",auto,"0,0319",48,5/14/2020,rejected
2895,2895,"46220,76",mortgage,"0,0001",36,03.01.2020,rejected
2896,2896,"20768,67",mortgage,"0,0504",48,12.02.2021,approved
2897,2897,"9468,03",personal,"0,0098",12,11/13/2020,rejected
2898,2898,"16185,91",mortgage,"0,0544",48,9/25/2020,closed
2899,2899,"11638,62",mortgage,"0,0203",24,11.10.2020,approved
2900,2900,"10869,92",personal,"0,0255",12,7/29/2020,rejected
2901,2901,"9368,65",personal,"0,0334",36,11.06.2022,approved
2902,2902,"43926,34",mortgage,"0,0276",36,07.01.2022,closed
2903,2903,"5208,51",personal,"0,0369",60,09.11.2020,closed
2904,2904,"21254,13",auto,"0,0578",48,1/30/2022,closed
2905,2905,"1722,02",personal,"0,0541",12,3/16/2021,rejected
2906,2906,"15376,37",mortgage,"0,0311",48,10/18/2022,rejected
2907,2907,"35639,82",mortgage,"0,0316",24,2/19/2022,closed
2908,2908,"10938,95",auto,"0,0013",24,7/15/2020,closed
2909,2909,"49937,75",mortgage,"0,0489",60,8/13/2020,rejected
2910,2910,"3366,66",personal,"0,0121",12,11.08.2022,rejected
2911,2911,"7687,7",auto,"0,0017",12,4/29/2020,closed
2912,2912,"39557,17",mortgage,"0,0301",48,7/19/2021,closed
2913,2913,"48823,92",personal,"0,0488",60,3/28/2021,approved
2914,2914,"47746,64",personal,"0,0239",36,3/20/2021,approved
2915,2915,"40113,59",mortgage,"0,0371",12,9/16/2022,rejected
2916,2916,"48676,34",mortgage,"0,0541",12,08.02.2022,closed
2917,2917,"42198,93",mortgage,"0,0371",12,08.12.2022,rejected
2918,2918,"3843,22",mortgage,"0,0281",60,11.12.2022,approved
2919,2919,"42436,07",personal,"0,0175",24,05.01.2020,rejected
2920,2920,"24705,22",mortgage,"0,0087",36,1/26/2022,rejected
2921,2921,"23380,91",personal,"0,0223",24,6/15/2022,rejected
2922,2922,"1123,84",personal,"0,0451",48,4/16/2020,rejected
2923,2923,"31392,6",personal,"0,0132",12,08.03.2021,closed
2924,2924,"33908,82",mortgage,"0,0349",48,10/30/2020,closed
2925,2925,"39745,06",personal,"0,0057",48,8/25/2020,rejected
2926,2926,"16971,7",auto,"0,0019",12,7/27/2022,approved
2927,2927,"7278,55",mortgage,"0,0504",60,9/26/2020,closed
2928,2928,"22552,67",auto,"0,0328",48,07.02.2020,rejected
2929,2929,"18752,11",mortgage,"0,0460",60,3/17/2020,closed
2930,2930,"37903,53",mortgage,"0,0439",24,01.05.2022,rejected
2931,2931,"12242,5",auto,"0,0412",36,6/26/2020,closed
2932,2932,"7770,38",mortgage,"0,0569",36,07.08.2020,closed
2933,2933,"22569,09",mortgage,"0,0427",36,08.04.2022,rejected
2934,2934,"31771,49",personal,"0,0436",36,06.04.2022,closed
2935,2935,"14768,88",mortgage,"0,0262",60,4/14/2020,closed
2936,2936,"6607,22",auto,"0,0520",24,09.03.2022,rejected
2937,2937,"22516,7",auto,"0,0106",60,2/17/2021,rejected
2938,2938,"48131,99",mortgage,"0,0064",48,03.04.2022,rejected
2939,2939,"48398,41",personal,"0,0215",12,9/13/2021,rejected
2940,2940,"35725,6",auto,"0,0326",48,10.12.2021,approved
2941,2941,"39080,52",mortgage,"0,0344",60,6/17/2022,closed
2942,2942,10972,mortgage,"0,0297",48,11/24/2021,rejected
2943,2943,"19358,04",auto,"0,0101",48,12/14/2022,rejected
2944,2944,"30632,95",personal,"0,0448",48,04.11.2022,approved
2945,2945,"37770,41",personal,"0,0137",24,05.05.2022,closed
2946,2946,"9164,62",auto,"0,0197",24,08.07.2021,approved
2947,2947,"23423,79",auto,"0,0113",12,07.12.2021,rejected
2948,2948,"8974,96",auto,"0,0051",36,3/26/2020,closed
2949,2949,"32034,57",auto,"0,0165",60,12.03.2022,closed
2950,2950,"38835,95",personal,"0,0146",60,10.08.2021,closed
2951,2951,"41832,12",auto,"0,0266",24,02.02.2022,closed
2952,2952,"36885,89",personal,"0,0266",24,02.04.2022,rejected
2953,2953,"8798,11",personal,"0,0399",12,02.06.2020,approved
2954,2954,"41592,18",personal,"0,0261",60,04.09.2020,closed
2955,2955,"17386,28",mortgage,"0,0450",60,08.03.2021,approved
2956,2956,"41952,55",mortgage,"0,0588",12,03.01.2022,approved
2957,2957,"13294,13",mortgage,"0,0539",12,10/24/2020,approved
2958,2958,"24309,46",auto,"0,0128",48,9/27/2020,closed
2959,2959,"29252,01",mortgage,"0,0480",12,4/23/2020,rejected
2960,2960,"2701,36",mortgage,"0,0551",48,1/18/2020,closed
2961,2961,"45281,03",auto,"0,0045",60,6/16/2020,approved
2962,2962,"26065,62",mortgage,"0,0181",48,1/18/2020,approved
2963,2963,"10410,05",personal,"0,0194",36,7/25/2020,approved
2964,2964,"8879,78",personal,"0,0412",24,09.10.2020,approved
2965,2965,"34640,86",auto,"0,0326",48,9/14/2021,rejected
2966,2966,"5004,92",auto,"0,0465",36,04.04.2021,closed
2967,2967,"22551,26",personal,"0,0453",12,12.05.2021,approved
2968,2968,"27473,55",auto,"0,0280",12,9/21/2022,rejected
2969,2969,"12423,42",auto,"0,0068",12,06.09.2022,rejected
2970,2970,"7330,79",auto,"0,0005",12,6/27/2021,closed
2971,2971,"25044,62",auto,"0,0235",36,12/22/2022,approved
2972,2972,"17676,06",personal,"0,0253",24,1/28/2021,rejected
2973,2973,"7871,84",auto,"0,0331",48,12/27/2021,closed
2974,2974,"11308,31",mortgage,"0,0330",24,3/31/2020,closed
2975,2975,"24076,04",auto,"0,0275",48,02.07.2022,rejected
2976,2976,"7519,47",auto,"0,0289",24,8/31/2021,rejected
2977,2977,"46869,85",personal,"0,0240",36,09.06.2021,approved
2978,2978,"38997,34",mortgage,"0,0013",36,6/14/2021,closed
2979,2979,"16952,33",auto,"0,0021",12,06.04.2022,closed
2980,2980,"13659,43",auto,"0,0229",60,10/31/2022,approved
2981,2981,"43840,48",personal,"0,0137",36,4/15/2022,approved
2982,2982,"21919,47",auto,"0,0509",36,1/15/2021,closed
2983,2983,"43273,17",auto,"0,0005",12,4/14/2022,closed
2984,2984,"37380,36",auto,"0,0564",60,7/21/2020,approved
2985,2985,"5513,78",personal,"0,0492",36,6/23/2022,rejected
2986,2986,"40866,59",auto,"0,0091",36,10/21/2020,closed
2987,2987,"27454,17",mortgage,"0,0119",24,2/21/2022,rejected
2988,2988,"34202,41",auto,"0,0035",48,09.08.2021,closed
2989,2989,"11731,22",personal,"0,0035",48,5/27/2021,closed
2990,2990,"1013,26",mortgage,"0,0588",24,1/31/2022,rejected
2991,2991,"17350,72",personal,"0,0505",48,11.12.2022,approved
2992,2992,"10340,74",auto,"0,0218",12,06.04.2021,approved
2993,2993,"22325,61",auto,"0,0348",60,7/19/2021,closed
2994,2994,"5453,99",personal,"0,0175",36,1/21/2021,rejected
2995,2995,"44857,27",auto,"0,0314",48,10/20/2022,rejected
2996,2996,"6817,47",mortgage,"0,0129",36,9/13/2020,rejected
2997,2997,"38445,06",personal,"0,0170",24,08.12.2020,closed
2998,2998,"47026,9",auto,"0,0424",24,08.09.2021,closed
2999,2999,"8263,19",mortgage,"0,0190",48,7/26/2020,rejected
3000,3000,"17977,36",auto,"0,0461",24,11.05.2022,rejected
3001,3001,"36822,06",auto,"0,0150",48,5/22/2022,rejected
3002,3002,"36008,64",personal,"0,0264",12,12/21/2021,rejected
3003,3003,"2832,36",mortgage,"0,0145",48,6/24/2020,closed
3004,3004,"4464,01",mortgage,"0,0518",24,03.07.2021,approved
3005,3005,"6886,84",mortgage,"0,0067",12,9/24/2020,approved
3006,3006,"28833,07",auto,"0,0116",12,2/22/2021,approved
3007,3007,"3697,11",auto,"0,0291",48,10/18/2021,approved
3008,3008,"29832,09",personal,"0,0534",36,02.05.2022,approved
3009,3009,"17780,64",personal,"0,0597",36,5/26/2021,approved
3010,3010,"33801,11",auto,"0,0163",24,10.03.2022,rejected
3011,3011,"39320,07",auto,"0,0423",48,06.05.2020,rejected
3012,3012,"39778,57",mortgage,"0,0050",36,7/13/2020,approved
3013,3013,"2844,11",auto,"0,0475",48,01.08.2022,approved
3014,3014,"47412,57",mortgage,"0,0108",36,07.04.2020,closed
3015,3015,"29745,67",personal,"0,0478",12,10.12.2022,closed
3016,3016,"44889,26",auto,"0,0076",48,10.11.2022,closed
3017,3017,"31142,11",auto,"0,0274",36,5/16/2022,approved
3018,3018,"24721,73",mortgage,"0,0327",60,8/29/2021,closed
3019,3019,"36756,7",personal,"0,0234",24,11/28/2020,closed
3020,3020,"11751,64",auto,"0,0246",24,08.11.2020,approved
3021,3021,"6058,08",mortgage,"0,0053",48,12/22/2022,approved
3022,3022,"5434,41",auto,"0,0291",60,8/23/2020,approved
3023,3023,"42607,67",personal,"0,0552",12,6/24/2022,rejected
3024,3024,"45709,79",mortgage,"0,0518",24,6/14/2022,approved
3025,3025,"40906,29",mortgage,"0,0371",48,12/31/2020,closed
3026,3026,"45317,25",mortgage,"0,0121",24,12.01.2020,approved
3027,3027,"49254,01",personal,"0,0059",48,8/30/2020,rejected
3028,3028,"26776,89",mortgage,"0,0562",60,03.12.2021,rejected
3029,3029,"8540,15",personal,"0,0196",36,7/14/2021,closed
3030,3030,"30788,4",auto,"0,0228",36,3/20/2020,rejected
3031,3031,"18340,77",auto,"0,0005",36,2/26/2020,closed
3032,3032,"17975,98",mortgage,"0,0000",36,9/16/2022,rejected
3033,3033,"36662,6",auto,"0,0558",12,8/23/2021,rejected
3034,3034,"5441,88",auto,"0,0544",48,11/18/2021,approved
3035,3035,"2839,04",auto,"0,0451",12,06.04.2022,rejected
3036,3036,"35068,45",mortgage,"0,0278",36,02.01.2022,rejected
3037,3037,"13775,76",mortgage,"0,0507",36,9/17/2021,approved
3038,3038,"19889,56",personal,"0,0173",60,09.06.2021,approved
3039,3039,"16074,02",auto,"0,0386",24,2/18/2022,rejected
3040,3040,"31127,22",personal,"0,0070",36,5/22/2020,approved
3041,3041,"8571,26",personal,"0,0037",12,8/13/2021,rejected
3042,3042,"36308,81",auto,"0,0401",12,10.01.2020,rejected
3043,3043,"46321,42",personal,"0,0589",12,03.12.2021,rejected
3044,3044,"41969,33",mortgage,"0,0013",60,10/30/2021,approved
3045,3045,"45444,81",auto,"0,0163",12,12.02.2021,approved
3046,3046,"46916,47",auto,"0,0204",48,9/21/2021,rejected
3047,3047,"19244,37",auto,"0,0303",48,01.06.2022,approved
3048,3048,"39991,27",mortgage,"0,0274",60,06.12.2022,closed
3049,3049,"25246,46",personal,"0,0126",48,4/19/2020,approved
3050,3050,"14218,89",mortgage,"0,0489",60,4/30/2022,approved
3051,3051,"37597,22",personal,"0,0509",60,3/18/2022,approved
3052,3052,"12962,3",mortgage,"0,0204",60,10/18/2020,closed
3053,3053,"6371,41",mortgage,"0,0416",48,9/20/2022,rejected
3054,3054,"35526,36",auto,"0,0309",36,3/30/2021,rejected
3055,3055,"15090,2",mortgage,"0,0580",48,12/19/2020,closed
3056,3056,"15990,02",mortgage,"0,0303",60,11/28/2021,approved
3057,3057,"44175,02",personal,"0,0466",24,10/21/2020,approved
3058,3058,"7641,42",personal,"0,0290",48,9/13/2021,approved
3059,3059,"38477,45",mortgage,"0,0534",24,12.07.2020,closed
3060,3060,"19924,41",auto,"0,0492",48,2/28/2021,approved
3061,3061,"44757,51",auto,"0,0125",60,1/13/2022,closed
3062,3062,"22576,87",personal,"0,0125",48,03.12.2021,approved
3063,3063,"21042,12",personal,"0,0470",12,6/25/2021,rejected
3064,3064,"22063,44",auto,"0,0286",12,11.06.2020,approved
3065,3065,"42046,83",personal,"0,0578",60,04.08.2022,closed
3066,3066,1515,personal,"0,0512",36,04.01.2021,rejected
3067,3067,"35538,29",personal,"0,0022",24,3/14/2022,rejected
3068,3068,"11056,78",auto,"0,0391",48,1/31/2021,rejected
3069,3069,"44224,15",auto,"0,0172",60,8/24/2021,closed
3070,3070,"19420,41",mortgage,"0,0143",24,10/18/2020,approved
3071,3071,"17608,82",personal,"0,0231",48,8/14/2021,approved
3072,3072,"35918,59",mortgage,"0,0523",48,2/21/2022,closed
3073,3073,36400,mortgage,"0,0055",36,2/24/2020,approved
3074,3074,"32051,84",mortgage,"0,0452",24,05.03.2022,closed
3075,3075,"17160,6",personal,"0,0355",48,8/13/2021,approved
3076,3076,"30907,3",auto,"0,0596",36,9/16/2020,rejected
3077,3077,"3659,03",personal,"0,0057",12,6/30/2022,rejected
3078,3078,"47803,81",auto,"0,0109",36,1/14/2022,closed
3079,3079,"23182,88",personal,"0,0522",24,9/26/2021,closed
3080,3080,"15919,41",auto,"0,0275",36,06.06.2021,closed
3081,3081,"43178,17",mortgage,"0,0254",12,9/18/2022,rejected
3082,3082,"16884,43",personal,"0,0327",12,11.11.2022,approved
3083,3083,"49861,5",auto,"0,0141",24,07.11.2020,closed
3084,3084,"34839,38",mortgage,"0,0334",60,12/13/2022,closed
3085,3085,"32829,32",mortgage,"0,0439",36,05.07.2022,rejected
3086,3086,"8440,97",mortgage,"0,0291",24,5/29/2021,rejected
3087,3087,"30883,27",mortgage,"0,0051",48,06.07.2021,closed
3088,3088,"8601,12",auto,"0,0576",36,12.06.2021,rejected
3089,3089,"39396,6",auto,"0,0515",12,01.08.2020,rejected
3090,3090,"7781,72",mortgage,"0,0259",36,6/18/2022,approved
3091,3091,"18582,8",mortgage,"0,0060",24,10/26/2020,approved
3092,3092,"24359,91",mortgage,"0,0378",60,12.05.2021,closed
3093,3093,"40454,48",mortgage,"0,0537",60,6/20/2022,rejected
3094,3094,"32005,25",mortgage,"0,0103",48,8/15/2022,approved
3095,3095,"37650,4",personal,"0,0363",24,10/22/2020,approved
3096,3096,"12954,73",auto,"0,0410",36,12.07.2020,closed
3097,3097,"12625,91",auto,"0,0004",12,6/30/2021,rejected
3098,3098,"19650,38",personal,"0,0005",36,3/28/2022,rejected
3099,3099,"1915,36",auto,"0,0342",36,11/17/2020,closed
3100,3100,"41704,5",mortgage,"0,0144",12,9/29/2021,closed
3101,3101,"19128,46",auto,"0,0580",48,11.07.2022,approved
3102,3102,"4310,13",mortgage,"0,0270",60,8/26/2022,approved
3103,3103,"43738,56",auto,"0,0294",60,08.04.2021,closed
3104,3104,"48423,49",personal,"0,0116",36,02.03.2020,closed
3105,3105,"32682,64",auto,"0,0181",24,11.01.2022,closed
3106,3106,"18472,83",mortgage,"0,0479",60,10.03.2020,rejected
3107,3107,"21274,09",personal,"0,0006",48,2/29/2020,rejected
3108,3108,"13551,63",mortgage,"0,0161",48,10.01.2021,approved
3109,3109,"35852,49",auto,"0,0393",12,02.08.2021,approved
3110,3110,"18447,53",personal,"0,0007",24,03.01.2020,closed
3111,3111,"2591,71",mortgage,"0,0440",60,10/25/2020,closed
3112,3112,"3261,95",auto,"0,0413",24,1/16/2020,closed
3113,3113,"31122,73",personal,"0,0502",60,01.11.2020,approved
3114,3114,"15228,82",auto,"0,0363",12,02.03.2021,approved
3115,3115,"9260,99",personal,"0,0244",24,06.09.2020,approved
3116,3116,"28065,89",auto,"0,0371",24,3/26/2020,closed
3117,3117,"14643,39",personal,"0,0506",60,06.09.2020,approved
3118,3118,"4593,43",mortgage,"0,0284",36,09.04.2021,approved
3119,3119,"10485,54",auto,"0,0351",60,5/18/2021,rejected
3120,3120,"39117,43",auto,"0,0308",24,09.01.2021,rejected
3121,3121,"42748,56",auto,"0,0516",12,11/16/2020,closed
3122,3122,"43735,23",personal,"0,0533",12,09.03.2022,rejected
3123,3123,"27206,81",personal,"0,0511",36,01.01.2022,approved
3124,3124,"47596,61",auto,"0,0282",36,04.09.2020,approved
3125,3125,"8431,77",personal,"0,0250",24,09.05.2022,rejected
3126,3126,"34239,45",mortgage,"0,0583",36,11.07.2020,rejected
3127,3127,"35508,82",auto,"0,0477",12,4/24/2021,rejected
3128,3128,"3606,08",mortgage,"0,0596",24,04.04.2021,approved
3129,3129,"14839,93",auto,"0,0078",36,09.03.2020,approved
3130,3130,"47503,36",auto,"0,0027",12,08.10.2020,closed
3131,3131,"38192,42",auto,"0,0405",36,02.05.2020,rejected
3132,3132,3680,mortgage,"0,0437",12,9/18/2022,closed
3133,3133,"27498,9",personal,"0,0271",24,6/27/2021,closed
3134,3134,"32782,49",mortgage,"0,0372",12,09.02.2022,approved
3135,3135,"48681,09",mortgage,"0,0402",48,5/27/2021,rejected
3136,3136,"36105,27",mortgage,"0,0289",60,05.09.2021,closed
3137,3137,"32294,04",auto,"0,0151",12,3/30/2022,closed
3138,3138,"45517,85",personal,"0,0078",48,10.07.2022,rejected
3139,3139,"33385,93",personal,"0,0510",36,3/15/2020,closed
3140,3140,"46673,98",personal,"0,0076",60,11/15/2020,approved
3141,3141,"25146,03",personal,"0,0519",12,05.04.2020,rejected
3142,3142,"36209,69",mortgage,"0,0092",12,4/27/2021,rejected
3143,3143,"31955,98",personal,"0,0280",24,12.11.2022,rejected
3144,3144,"28073,78",mortgage,"0,0275",12,03.05.2021,rejected
3145,3145,"16880,63",mortgage,"0,0061",60,7/23/2020,closed
3146,3146,"45285,14",personal,"0,0396",36,7/13/2020,approved
3147,3147,"14232,19",personal,"0,0528",24,10.02.2020,closed
3148,3148,"8810,08",mortgage,"0,0122",60,12/27/2022,approved
3149,3149,"35890,46",personal,"0,0185",12,02.10.2020,approved
3150,3150,"27781,09",auto,"0,0099",60,02.04.2022,rejected
3151,3151,"13880,17",personal,"0,0391",60,3/27/2022,approved
3152,3152,"43645,08",personal,"0,0450",36,03.11.2020,rejected
3153,3153,"15024,15",auto,"0,0237",12,10/29/2020,closed
3154,3154,"4125,32",personal,"0,0298",48,07.11.2021,rejected
3155,3155,"1752,97",personal,"0,0324",24,02.10.2020,approved
3156,3156,"46219,9",personal,"0,0332",36,05.06.2021,approved
3157,3157,"20706,73",personal,"0,0123",24,7/23/2020,rejected
3158,3158,"11460,96",personal,"0,0115",12,11/16/2021,closed
3159,3159,"28787,97",personal,"0,0236",24,1/30/2020,closed
3160,3160,"24906,4",auto,"0,0251",60,04.12.2020,rejected
3161,3161,"49992,29",personal,"0,0505",60,02.08.2022,closed
3162,3162,"44536,74",auto,"0,0367",60,2/27/2020,closed
3163,3163,"14284,01",mortgage,"0,0067",48,5/30/2021,closed
3164,3164,"35187,76",mortgage,"0,0479",60,3/31/2021,rejected
3165,3165,"19971,56",auto,"0,0154",60,02.06.2021,rejected
3166,3166,"18857,45",personal,"0,0576",12,8/19/2021,approved
3167,3167,"18988,26",auto,"0,0411",60,11.03.2022,approved
3168,3168,"32323,5",auto,"0,0178",48,6/15/2022,approved
3169,3169,"27361,21",auto,"0,0596",48,7/29/2020,rejected
3170,3170,"37997,45",auto,"0,0285",36,05.04.2021,rejected
3171,3171,"8496,31",auto,"0,0560",48,1/13/2021,rejected
3172,3172,"21845,93",personal,"0,0519",60,08.08.2021,rejected
3173,3173,"43155,83",mortgage,"0,0470",24,03.06.2020,rejected
3174,3174,"1155,06",auto,"0,0119",36,7/30/2021,closed
3175,3175,"31551,12",personal,"0,0466",48,1/26/2021,approved
3176,3176,"39501,11",auto,"0,0322",36,2/15/2022,rejected
3177,3177,"19808,87",auto,"0,0273",12,11/28/2022,approved
3178,3178,"44297,18",auto,"0,0065",60,12/23/2022,rejected
3179,3179,"37048,89",mortgage,"0,0290",60,1/15/2022,approved
3180,3180,"30696,36",personal,"0,0040",36,7/28/2020,rejected
3181,3181,"10717,8",personal,"0,0498",48,6/29/2022,rejected
3182,3182,"33835,09",auto,"0,0556",24,4/27/2022,approved
3183,3183,"41854,58",personal,"0,0505",48,05.02.2022,closed
3184,3184,"36765,54",mortgage,"0,0178",36,8/26/2020,rejected
3185,3185,"29167,99",auto,"0,0214",48,07.09.2022,closed
3186,3186,"36014,27",auto,"0,0048",36,5/17/2021,closed
3187,3187,"48867,54",auto,"0,0581",60,05.09.2021,approved
3188,3188,"1529,41",auto,"0,0400",60,6/30/2022,rejected
3189,3189,"33532,5",auto,"0,0207",60,08.07.2021,approved
3190,3190,"39856,64",personal,"0,0247",36,10/30/2020,rejected
3191,3191,"32305,68",mortgage,"0,0477",60,12/17/2021,closed
3192,3192,"14381,51",auto,"0,0584",12,7/25/2021,closed
3193,3193,"41315,11",mortgage,"0,0518",24,03.02.2022,closed
3194,3194,"45751,66",auto,"0,0353",36,6/27/2020,rejected
3195,3195,"34491,73",personal,"0,0284",60,11/22/2022,rejected
3196,3196,"26040,19",mortgage,"0,0466",12,6/26/2022,closed
3197,3197,"18949,72",mortgage,"0,0375",48,1/27/2022,closed
3198,3198,"17172,78",auto,"0,0307",24,7/15/2022,closed
3199,3199,"36438,15",auto,"0,0354",24,3/15/2021,closed
3200,3200,"30749,05",mortgage,"0,0454",60,12/23/2020,rejected
3201,3201,"8685,68",personal,"0,0413",36,11.06.2021,rejected
3202,3202,"7913,74",auto,"0,0113",36,06.05.2021,rejected
3203,3203,"4483,86",auto,"0,0288",12,8/20/2022,approved
3204,3204,"34492,08",auto,"0,0200",36,12/25/2021,closed
